arc	source	where	terms	status	hits_per_head	top_paths	quote
B796_coupling_campaign	audit/b775-braver-questions	charge_quantisation/FINDINGS.md:5 (self-scoping, not a repo absence claim but a disclosed structural limit)	measurement compared enters data	LEAD	"{""audit/b775-braver-questions"":25,""claude/new-session-qor5up"":19,""claude/outside-bench"":31,""claude/physics-seat-evaluation-8dkbrl"":28,""codex/seat-r001"":27,""main"":28,""paper/structure-genesis-first"":22}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/INPUT_COMPLETENESS_LEDGER.md | docs/OPEN_LEADS.md | DELETED:docs/REVIEWS.md	No measurement enters and nothing is compared to data
B796_coupling_campaign	audit/b775-braver-questions	z6_line_spectrum/FINDINGS.md:114-115	f1-f4 monopole observed tested	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"	frontier/B796_coupling_campaign/z6_line_spectrum/z6_lines.py	No monopole has been observed. None of F1-F4 is currently tested.
B796_coupling_campaign	audit/b775-braver-questions	z6_line_spectrum/FINDINGS.md:127-129	framework predicted monopole objects	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":4,""claude/outside-bench"":6,""claude/physics-seat-evaluation-8dkbrl"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":5}"	CHANGELOG.md | PROGRESS_LOG.md | docs/HINT_LEDGER.md | docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md	the framework supplies no mass scale for these objects... no monopole mass is predicted and none can be
B797_maass_spectrum_harvest	main	FINDINGS.md:12	m004 eigenvalues literature seventeen	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":11,""claude/outside-bench"":14,""claude/physics-seat-evaluation-8dkbrl"":13,""codex/seat-r001"":14,""main"":13,""paper/structure-genesis-first"":10}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/progress/REVIEWS.md | docs/views/VERDICT_LEDGER.md	The literature has no Maass eigenvalues for m004; there are now seventeen.
B797_maass_spectrum_harvest	main	log_index/B797.txt (Review 36 entry, quoting PROGRESS_LOG.md)	eigenvalues certifies carried final	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":13,""claude/outside-bench"":15,""claude/physics-seat-evaluation-8dkbrl"":15,""codex/seat-r001"":15,""main"":15,""paper/structure-genesis-first"":13}"	CHANGELOG.md | PROGRESS_LOG.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/progress/REVIEWS.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	eigenvalues_final.json carried 6 of the 17 its own table certifies
B799_uncomputed_doors	main	FINDINGS.md:93	rewritten original graph place	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":10,""claude/outside-bench"":18,""claude/physics-seat-evaluation-8dkbrl"":16,""codex/seat-r001"":15,""main"":16,""paper/structure-genesis-first"":13}"	CHANGELOG.md | PROGRESS_LOG.md | docs/OPEN_LEADS.md | docs/progress/PROGRESS_2026-Q2.md | docs/views/VERDICT_LEDGER.md	The original kill_graph.json is not rewritten in place
B799_uncomputed_doors	main	FINDINGS.md:86-87 (S019 disposition)	discriminating formulated because fact	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | docs/SEAL_LEDGER.md | frontier/B775_phase2_wave1/wave2_results.json	no discriminating fact was ever computed because none was ever formulated
B800_habiro_integrality	main	B799 FINDINGS.md:78, referencing the door B685 that B800 addresses	in-sandbox recomputation habiro	LEAD	"{""audit/b775-braver-questions"":18,""claude/new-session-qor5up"":18,""claude/outside-bench"":22,""claude/physics-seat-evaluation-8dkbrl"":22,""codex/seat-r001"":19,""main"":22,""paper/structure-genesis-first"":18}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md	An in-sandbox Habiro recomputation was not attempted here
B801_negative_census	main	FINDINGS.md:37	two-thirds roughly census graph	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	CHANGELOG.md | PROGRESS_LOG.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json	kill_graph's 217 is not a census -- it is roughly two-thirds of one
B802_cc3_b783_harvest	main	FINDINGS.md:19 (re: B350, B778, B780, B781 -- main is ahead in every one)	pull	UNSWEEPABLE			Nothing to pull
B803_commensurability_audit	main	FINDINGS.md:71	genuinely question absent corpus	LEAD	"{""audit/b775-braver-questions"":44,""claude/new-session-qor5up"":35,""claude/outside-bench"":66,""claude/physics-seat-evaluation-8dkbrl"":61,""codex/seat-r001"":51,""main"":61,""paper/structure-genesis-first"":36}"	CHANGELOG.md | PROGRESS_LOG.md | docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	DKY's paper and its Question 1.7 are genuinely absent [from the corpus]
B803_commensurability_audit	main	FINDINGS.md:91	analytic-torsion cheeger-muller literature verified	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		The analytic-torsion join (needs the cusped Cheeger-Muller/Fried literature step first...) [not verified here]
B804_dirac_spectrum	main	FINDINGS.md:56	eigenvalue dirac	GENERIC	"{""audit/b775-braver-questions"":67,""claude/new-session-qor5up"":54,""claude/outside-bench"":63,""claude/physics-seat-evaluation-8dkbrl"":61,""codex/seat-r001"":58,""main"":61,""paper/structure-genesis-first"":53}"	CHANGELOG.md | PROGRESS_LOG.md | ROADMAP.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md	No Dirac eigenvalue was computed in this arc.
B804_dirac_spectrum	main	FINDINGS.md:64	eigenvalues machinery need	LEAD	"{""audit/b775-braver-questions"":98,""claude/new-session-qor5up"":85,""claude/outside-bench"":103,""claude/physics-seat-evaluation-8dkbrl"":100,""codex/seat-r001"":98,""main"":100,""paper/structure-genesis-first"":85}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LEAD_REGISTER.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md | DELETED:frontier/B775_phase2_wave1/cells/_verify_Z1/compute.py	the eigenvalues need machinery that does not exist in this repository
B805_forcing_graph	main	FINDINGS.md:9	closure static arrows marked	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":3,""claude/outside-bench"":6,""claude/physics-seat-evaluation-8dkbrl"":6,""codex/seat-r001"":7,""main"":6,""paper/structure-genesis-first"":5}"	CHANGELOG.md | PROGRESS_LOG.md | docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | frontier/B1068_descent_inventory/w2_full_results.json	916 words of static prose: 15 nodes, 15 arrows, and zero edges marked PROVEN/KNOWN/OPEN. Nothing computed its closure.
B805_forcing_graph	main	FINDINGS.md:41	citation forcing	LEAD	"{""audit/b775-braver-questions"":87,""claude/new-session-qor5up"":73,""claude/outside-bench"":100,""claude/physics-seat-evaluation-8dkbrl"":98,""codex/seat-r001"":85,""main"":97,""paper/structure-genesis-first"":80}"	CHANGELOG.md | PROGRESS_LOG.md | docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | DELETED:docs/REVIEWS.md	A citation is not a forcing.
B806_lexicon_blindness	main	FINDINGS.md table	matching probes motifs zero	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":12,""claude/physics-seat-evaluation-8dkbrl"":11,""codex/seat-r001"":10,""main"":11,""paper/structure-genesis-first"":11}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/SEAL_LEDGER.md	probes matching zero motifs: 19
B806_lexicon_blindness	main	FINDINGS.md:155	overlap eleven faces atlas	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":13,""claude/outside-bench"":19,""claude/physics-seat-evaluation-8dkbrl"":17,""codex/seat-r001"":14,""main"":17,""paper/structure-genesis-first"":13}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/progress/REVIEWS.md	Not one of the eleven faces is an atlas motif [zero overlap]
B806_lexicon_blindness	main	N/A	eigenvalue applicable dirac	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":8,""claude/outside-bench"":8,""claude/physics-seat-evaluation-8dkbrl"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md	No Dirac eigenvalue [not applicable here]
B807_vocabulary_unification	main	FINDINGS.md:64	instrument edited prereg	GENERIC	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":21,""claude/outside-bench"":50,""claude/physics-seat-evaluation-8dkbrl"":45,""codex/seat-r001"":26,""main"":44,""paper/structure-genesis-first"":19}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/progress/REVIEWS.md | frontier/B632_cubic_route/FINDINGS.md	No instrument was edited, per prereg section 4
B808_empty_cells	main	FINDINGS.md:39	motif plane real gaps	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":8,""claude/outside-bench"":10,""claude/physics-seat-evaluation-8dkbrl"":9,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":9}"	CHANGELOG.md | PROGRESS_LOG.md | docs/OPEN_LEADS.md | docs/progress/REVIEWS.md | docs/views/VERDICT_LEDGER.md	There are no real gaps in the (face, motif) plane. None.
B809_kappa_gate	main	FINDINGS.md:6	measured disagree itself	LEAD	"{""audit/b775-braver-questions"":48,""claude/new-session-qor5up"":56,""claude/outside-bench"":60,""claude/physics-seat-evaluation-8dkbrl"":52,""codex/seat-r001"":47,""main"":52,""paper/structure-genesis-first"":40}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | DELETED:docs/PROGRESS_LOG.md	It was never measured -- cc is one seat and cannot disagree with itself.
B810_verdict_wave1	main	FINDINGS.md:90	non-existent transcription throughout correct	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":2,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | docs/views/VERDICT_LEDGER.md | frontier/B1068_descent_inventory/w2_full_results.json | docs/LAW_MAP.md	the six non-existent IDs came from cc's transcription; the pool file on disk was correct throughout
B810_verdict_wave1	main	FINDINGS.md:53-55	disputes vacuity pattern session	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":3,""main"":4,""paper/structure-genesis-first"":2}"	CHANGELOG.md | PROGRESS_LOG.md | docs/views/VERDICT_LEDGER.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md	The sample was not random...An audit that disputes nothing is the vacuity pattern this session has now flagged three times
B812_physics_path_map	main	FINDINGS.md:93	impossibility dictionary majority targets	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | PROGRESS_LOG.md | docs/views/VERDICT_LEDGER.md	No path exists today, and for the majority of targets the blocker is the absent typed dictionary (L91), not a proved impossibility.
B812_physics_path_map	main	FINDINGS.md:47	registered covers theta lead	LEAD	"{""audit/b775-braver-questions"":37,""claude/new-session-qor5up"":32,""claude/outside-bench"":41,""claude/physics-seat-evaluation-8dkbrl"":39,""codex/seat-r001"":34,""main"":39,""paper/structure-genesis-first"":32}"	CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | docs/LEAD_REGISTER.md | docs/OPEN_LEADS.md | DELETED:docs/PROGRESS_LOG.md	no registered lead at all covers a CS -> theta_QCD map
B813_cs_theta_type_audit	main	FINDINGS.md:82-83	hyperbolic searches surfaced manifold	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":8,""claude/outside-bench"":13,""claude/physics-seat-evaluation-8dkbrl"":12,""codex/seat-r001"":11,""main"":12,""paper/structure-genesis-first"":10}"	CHANGELOG.md | PROGRESS_LOG.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md	the searches surfaced no work placing gauge theory on a hyperbolic 3-manifold slice in a way that ties theta to the slice's geometry
B814_gate_d	main	FINDINGS.md:65	m5-brane e-type separately known	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		no E-type M5-brane construction is known [Gate A, separately noted]
B815_kappa_precision_note	main	PRE_DATA_NOTE.md:2	wave-2 committed workflow written	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":7,""claude/outside-bench"":12,""claude/physics-seat-evaluation-8dkbrl"":9,""codex/seat-r001"":8,""main"":9,""paper/structure-genesis-first"":8}"	CHANGELOG.md | PROGRESS_LOG.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/progress/REVIEWS.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	written and committed while the wave-2 workflow is still running and no rating has been seen
B817_verdict_wave2	main	FINDINGS.md:106, with in-place correction '~~mostly directories without a FINDINGS.md~~ -- CORRECTED by B819'	unassigned corrected verdict carry	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":5,""claude/physics-seat-evaluation-8dkbrl"":5,""codex/seat-r001"":3,""main"":5,""paper/structure-genesis-first"":3}"	CHANGELOG.md | PROGRESS_LOG.md | frontier/B770_closure_census/CENSUS.md | docs/views/VERDICT_LEDGER.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | DELETED:docs/PROGRESS_LOG.md	130 arcs still carry no verdict [later corrected: 133 have FINDINGS.md, 116 unassigned]
B819_frame_gap	main	FINDINGS.md:16	wanting judged carry found	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	CHANGELOG.md | PROGRESS_LOG.md | DELETED:docs/PROGRESS_LOG.md	116 arcs carry real findings that no reader was ever given. They were not judged and found wanting; they were never in the frame.
B821_lexicon_refresh	main	FINDINGS.md:60	twenty-one lexicon real	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	CHANGELOG.md | PROGRESS_LOG.md | docs/progress/REVIEWS.md | tests/test_b821_lexicon_refresh.py | DELETED:docs/PROGRESS_LOG.md	the real lexicon gap is one arc, not twenty-one
B823_blind_triage	main	FINDINGS.md:14	ceiling	UNSWEEPABLE			there is now NO CEILING
B826_b519_verdict	main	FINDINGS.md:8 (re B519_re_mining)	carried verdict	LEAD	"{""audit/b775-braver-questions"":337,""claude/new-session-qor5up"":331,""claude/outside-bench"":452,""claude/physics-seat-evaluation-8dkbrl"":440,""codex/seat-r001"":354,""main"":438,""paper/structure-genesis-first"":321}"	CHANGELOG.md | GOVERNANCE.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/CLOSURE_MASTERPLAN.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md | DELETED:frontier/B1024_l153_bits/WORK_IN_PROGRESS.md	carried no verdict at all
B827_progresslog_recovery	main	FINDINGS.md:13	roll-off canonical	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | PROGRESS_LOG.md | scripts/gates/gates.py	of those, present in the canonical log or the Q2 roll-off | 0
B830_b720_recompute	main	FINDINGS.md:22-23	b720 different asserted literals	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":6,""claude/physics-seat-evaluation-8dkbrl"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":7}"	CHANGELOG.md | PROGRESS_LOG.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/progress/REVIEWS.md	B720's only lock asserted three string literals were distinct — it verified that three different strings had been typed
B830_b720_recompute	main	FINDINGS.md:73-75	b827 authoritative consequently duplicated	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | PROGRESS_LOG.md | docs/progress/REVIEWS.md	"Consequently the ""four duplicated authoritative filenames"" claim in B827 is wrong. The true count is two"
B837_file_drawer_audit	main	FINDINGS.md:24	b590 unreported literally admission	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":2,""main"":3,""paper/structure-genesis-first"":2}"	CHANGELOG.md | PROGRESS_LOG.md | docs/views/VERDICT_LEDGER.md	"B590's citation literally reads ""(bank pending — B590 paused by owner)"" — an admission that it is unreported"
B837_file_drawer_audit	main	FINDINGS.md:36	b499 anywhere stated	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":10,""claude/outside-bench"":6,""claude/physics-seat-evaluation-8dkbrl"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	CHANGELOG.md | PROGRESS_LOG.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B499_wild_census/FINDINGS.md	no result for B499 is stated anywhere
B839_b685_residue	main	FINDINGS.md:60	b685 literature residue rather	LEAD	"{""audit/b775-braver-questions"":23,""claude/new-session-qor5up"":22,""claude/outside-bench"":28,""claude/physics-seat-evaluation-8dkbrl"":27,""codex/seat-r001"":23,""main"":27,""paper/structure-genesis-first"":22}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | DELETED:docs/PROGRESS_LOG.md	B685.fact_computed stays FALSE — but its residue is now one literature line rather than a whole computation
B839_b685_residue	main	FINDINGS.md:57	normalisation remains cited gswz	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":10,""claude/physics-seat-evaluation-8dkbrl"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":10}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md	"GSWZ eq. (2) uses this normalisation"" remains cited, not read"
B840_close_loose_ends	main	FINDINGS.md:13	printing verdict sealed seeds	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":3,""main"":4,""paper/structure-genesis-first"":3}"	CHANGELOG.md | PROGRESS_LOG.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md	R1 was printing SEALED at m=3 on both seeds — and the verdict was empty
B840_close_loose_ends	main	FINDINGS.md:51 (re B499)	directory prereg holds else	LEAD	"{""audit/b775-braver-questions"":24,""claude/new-session-qor5up"":24,""claude/outside-bench"":30,""claude/physics-seat-evaluation-8dkbrl"":27,""codex/seat-r001"":26,""main"":27,""paper/structure-genesis-first"":24}"	CHANGELOG.md | PROGRESS_LOG.md | docs/ERROR_LEDGER.md | docs/OPEN_LEADS.md | docs/progress/REVIEWS.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	The directory holds a prereg and nothing else
B841_provenance_pass	main	FINDINGS.md:66	undetermined times used zero	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":12,""claude/outside-bench"":16,""claude/physics-seat-evaluation-8dkbrl"":16,""codex/seat-r001"":13,""main"":15,""paper/structure-genesis-first"":15}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/SEAL_LEDGER.md	undetermined ... used zero times
B845_spectral_inventory	main	FINDINGS.md:9	spectral papers holds paper	LEAD	"{""audit/b775-braver-questions"":51,""claude/new-session-qor5up"":44,""claude/outside-bench"":56,""claude/physics-seat-evaluation-8dkbrl"":53,""codex/seat-r001"":49,""main"":53,""paper/structure-genesis-first"":47}"	CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | README.md | ROADMAP.md | DELETED:docs/PROGRESS_LOG.md	papers/ holds NO spectral paper at all
B845_spectral_inventory	main	FINDINGS.md:23	b792 merges main	LEAD	"{""audit/b775-braver-questions"":21,""claude/new-session-qor5up"":16,""claude/outside-bench"":14,""claude/physics-seat-evaluation-8dkbrl"":14,""codex/seat-r001"":14,""main"":14,""paper/structure-genesis-first"":14}"	CHANGELOG.md | PROGRESS_LOG.md | docs/ERROR_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md	B792 is not in main. It is cc3's arc, and cc3 never merges
B845_spectral_inventory	main	FINDINGS.md:62	completeness unverified harvest	LEAD	"{""audit/b775-braver-questions"":29,""claude/new-session-qor5up"":22,""claude/outside-bench"":32,""claude/physics-seat-evaluation-8dkbrl"":31,""codex/seat-r001"":26,""main"":31,""paper/structure-genesis-first"":21}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | DELETED:docs/PROGRESS_LOG.md	Harvest completeness UNVERIFIED
B848_handoff_verification	main	FINDINGS.md:159-162	adjudicated observer reframe	LEAD	"{""audit/b775-braver-questions"":18,""claude/new-session-qor5up"":16,""claude/outside-bench"":21,""claude/physics-seat-evaluation-8dkbrl"":20,""codex/seat-r001"":18,""main"":20,""paper/structure-genesis-first"":16}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | DELETED:docs/REVIEWS.md	The observer/SSB reframe... is NOT adjudicated here
B848_handoff_verification	main	FINDINGS.md:163	re-derived m004 orbifold	LEAD	"{""audit/b775-braver-questions"":28,""claude/new-session-qor5up"":27,""claude/outside-bench"":37,""claude/physics-seat-evaluation-8dkbrl"":36,""codex/seat-r001"":34,""main"":36,""paper/structure-genesis-first"":27}"	CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | DELETED:docs/PROGRESS_LOG.md	phi_m004 = phi_orbifold was not re-derived
B848_handoff_verification	main	FINDINGS.md:165-167	foliation-algebra euler-jacobi specialist test	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	PROGRESS_LOG.md	Not run: the SL(3) Euler-Jacobi test..., pr=(p+1)(q+1) on V0..., the foliation-algebra type (specialist...)
B849_order_parameter	main	FINDINGS.md:137	eigenvalues geodesic lengths phantom	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":3,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":5,""main"":4,""paper/structure-genesis-first"":3}"	CHANGELOG.md | PROGRESS_LOG.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md | docs/CAMPAIGN_STATUS.md | frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md	the 370 geodesic lengths are not in main, the same phantom pattern as the 43 eigenvalues
B849_order_parameter	main	FINDINGS.md:110	bost-connes identification verify	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":10,""claude/outside-bench"":11,""claude/physics-seat-evaluation-8dkbrl"":11,""codex/seat-r001"":11,""main"":11,""paper/structure-genesis-first"":10}"	PROGRESS_LOG.md | docs/LAW_MAP.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json	Does not verify the Bost-Connes/CMR identification
B850_length_spectrum_type	main	FINDINGS.md:137 (carried forward item 3)	eigenvalues geodesic lengths phantom	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":5,""claude/physics-seat-evaluation-8dkbrl"":5,""codex/seat-r001"":6,""main"":5,""paper/structure-genesis-first"":4}"	CHANGELOG.md | PROGRESS_LOG.md | frontier/B849_order_parameter/FINDINGS.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md | docs/CAMPAIGN_STATUS.md	the 370 geodesic lengths are not in main, the same phantom pattern as the 43 eigenvalues
B850_length_spectrum_type	main	FINDINGS.md:149-150	conditional reduction state cited	LEAD	"{""audit/b775-braver-questions"":61,""claude/new-session-qor5up"":55,""claude/outside-bench"":85,""claude/physics-seat-evaluation-8dkbrl"":80,""codex/seat-r001"":66,""main"":80,""paper/structure-genesis-first"":61}"	CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | DELETED:docs/PROGRESS_LOG.md	Does not state the type as computed. CONDITIONAL on a cited reduction
B851_bc_litgate	main	FINDINGS.md:87-88	programme question system open	LEAD	"{""audit/b775-braver-questions"":70,""claude/new-session-qor5up"":50,""claude/outside-bench"":67,""claude/physics-seat-evaluation-8dkbrl"":60,""codex/seat-r001"":55,""main"":60,""paper/structure-genesis-first"":57}"	CHANGELOG.md | PROGRESS_LOG.md | README.md | ROADMAP.md | TERMINOLOGY.md | DELETED:docs/PROGRESS_LOG.md	It does not show the programme's system is CMR's. That is now the open question
B851_bc_litgate	main	FINDINGS.md:43-44	conjugation complex string occurs	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":21,""claude/physics-seat-evaluation-8dkbrl"":20,""codex/seat-r001"":18,""main"":20,""paper/structure-genesis-first"":15}"	CHANGELOG.md | PROGRESS_LOG.md | docs/OPEN_LEADS.md | docs/progress/PROGRESS_2026-Q2.md | docs/views/VERDICT_LEDGER.md	the string 'complex conjugation' occurs zero times in the CMR paper
