arc	source	kind	reproducible_from_committed	what	where	why
B1073_composition_gate	main	IMPORTED	unknown	even-channel gate failure 202/254 and silent-words trace-zero mechanism	ADDENDUM section	explicitly the web seat's run ('their own two build bugs caught and repaired before reporting'); no code or data file for this arc is committed here to inspect
B1074_residue_hunt	main	COMPUTED	unknown	the four canonical Hermitian frames {I, D_c, D, D_cD} and their identification with B939/B1024 objects	b1074_results.json 'inv' agent block	the results JSON narrates the derivation (two independent routes agreeing) in prose with claim/evidence pairs, but no standalone script is committed in the arc directory -- the computation appears to have run in an agent's scratchpad, not as a committed reproducible artifact
B1074_residue_hunt	main	COMPUTED	unknown	the frame-blind vacuum block theorem (W3 Gram matrix identical for every canonical frame) and the exhaustive parity law over all 16 X^tau structures	FINDINGS.md 'What the hunt PROVED'; b1074_results.json	described as adversarially verified with a described mechanism (9-index support meets zero sign-flips), but the underlying computation lives in the JSON's prose narration, not a committed script
B1074_residue_hunt	main	ASSERTED	no	the amendment's correction that the tone-vs-moduli pairing was never contacted (reversing the same-day over-reach)	FINDINGS.md ADDENDUM	a policy/scope correction, not a computation
B1075_moduli_crossing	main	COMPUTED	unknown	the nine moduli 3-sigma boxes propagated from NuFIT 6.1 parameter ranges and compared to 1/2 and 1/(2phi)	FINDINGS.md 'The record'; b1075_execution.json	FINDINGS.md points to 'the script and full box table in b1075_execution.json' -- this is a results/data file, not a standalone script; the arc directory does not contain the comparison script itself, only its JSON output
B1075_moduli_crossing	main	IMPORTED	unknown	NuFIT 6.1 data pinned via the arXiv secondary (arXiv:2604.04585 Table 1) because nu-fit.org was unreachable (certificate expired)	FINDINGS.md header	external data source substituted at execution time; the arc records the substitution honestly but a stranger would need to independently verify the arXiv secondary matches the intended NuFIT 6.1 table
B1076_coboundary_sweep	main	COMPUTED	unknown	lambda values at the four B^1 gauges (1, 864/413, 6912/3047, 2304/953) and CCC=3!*lambda holding coset-wide	b1076_results.json 'pipe' block; FINDINGS.md	the JSON records exact rational arithmetic with cross-checked products/sums (e.g. denominator 1199265683 = 413*3047*953 verified directly by an adversarial checker) and states two agreeing independent routes plus an independent numeric route to ~1e-53, but no standalone .py script is committed in this arc directory -- only b1076_results.json
B1076_coboundary_sweep	main	COMPUTED	unknown	the coset-wide 77 (hierarchy discriminant squarefree part) is killed by its own vacuity control	FINDINGS.md 'The seductive candidate'	same basis as above -- narrated with specific numeric detail (K-forcedness demonstrated on a control diagonal) but no committed script for a stranger to rerun
B1077_intrinsic_split	main	COMPUTED	unknown	associativity of the even Clifford algebra verified on ALL 128^3 = 2,097,152 even-blade triples; center computed by complete enumeration of all 128 even blades	FINDINGS.md 'The theorem'; b1077_results.json	an exhaustive brute-force check over a stated, finite, reproducible search space (128^3 triples) described with two independently-coded constructions agreeing -- strong COMPUTED signal in the prose, but no .py script is committed in this arc directory, only the results JSON transcript
B1077_intrinsic_split	main	COMPUTED	unknown	the L154 sigma-identification: the two central charges are equal exactly at sigma:=1, forbidden by the circularity guard as evidence	l154_results.json	same basis -- described as re-derived from scratch with an E8 sanity anchor, but no committed script
B1077_intrinsic_split	main	IMPORTED	unknown	Dolphin-Queguiner-Mathieu Def 4.2 / Rmk 4.8 (trialitarian triple = trivial discriminant by definition)	FINDINGS.md 'THE FLOOR-LIFT'	cited from an external arXiv paper (1905.12526) fetched at execution time -- correctly typed as a literature import, not a corpus computation
B1078_gauge_selection	main	COMPUTED	unknown	field-theoretic facts about K (disc=6237, splitting behavior of 953, 59, 277, 7, 11) verified via PARI/GP nfinit+idealprimedec	b1078_results.json 'f' block	explicitly re-verified in-sandbox with a named tool (PARI/GP) inside the same session -- a strong reproducibility signal in the prose, but no PARI script or its output is committed as a standalone file in the arc directory, only the JSON transcript
B1078_gauge_selection	main	COMPUTED	unknown	the 18-gauge control sweep and the RIGIDITY THEOREM (lambda spectrum closed at exactly four values)	FINDINGS.md 'THE CONTROL SWEEP'; control_sweep_results.json	control_sweep_results.json is committed in FULL mode as a results file, but again appears to be a results/output artifact rather than the generating script
B1079_wilson_menu	main	COMPUTED	unknown	exhaustive enumeration of all 15,624 nonzero (Z/5)^6 coweight points reproducing the nine menu rows bit-for-bit (counts 4320/4320/2160/1728/1440/864/540/144/108)	b1079_results.json 'menu' block	described as built from scratch from the Bourbaki Cartan matrix with four independent structural cross-checks (72 roots, highest root, Coxeter number, det=3) plus an external correctness gate (so(10)+u(1)->16+10+1) -- strong prose evidence of a real, careful computation, but the actual generating script ('scratchpad/e6_menu_build.py' referenced in-text) is not committed to this arc directory
B1079_wilson_menu	main	COMPUTED	unknown	E6's marks (1,2,2,3,2,1) all <=3, forcing no order-5 element to reach a center-0 type	FINDINGS.md 'THE MECHANISM'	a Kac-theoretic mechanism verified against the enumeration's own witnesses (su(6)+su(2), su(3)^3), same reproducibility caveat as above
B1079_wilson_menu	main	IMPORTED	unknown	H1(M_m) = Z (+) (Z/m)^2 torsion computation locating the golden member as torsion-free and the Z/5 menu as belonging to the m=5 filling	FINDINGS.md ADDENDUM	attributed to the audit seat's own relay/computation (B8086, B8088), not this arc's own code
B1080_global_form	main	COMPUTED	unknown	Gamma=Z/6 uniform kernel computation across six Weyl realizations of the cascade terminus	FINDINGS.md 'The theorem'; b1080_results.json	described with a caught-and-fixed mid-computation bug (non-primitive u(1) generators, caught by a group-closure self-check) -- a real reproducibility signal -- but no standalone script is committed, only the results JSON
B1080_global_form	main	COMPUTED	unknown	row 4's Gamma=Z/5 correction, triple-derived (kernel search + lattice-index elementary divisor 5 + hand-verified witness)	FINDINGS.md header	same basis; the verifier caught this pre-bank, a genuine adversarial catch, but not independently reproducible from a committed script alone
B1080_global_form	main	IMPORTED	n/a	the kernel is known since 1980 for SU(5) (Georgi-Glashow-era result) and stated explicitly in Tong 1705.01853	ADDENDUM_2026-09-01.md	explicit literature citation correcting the arc's own novelty claim
B1080_global_form	main	UNCLEAR	yes	'six independent Weyl realizations' as stated in b1080_results.json names only five valid A2+A1 node-subsets under Bourbaki numbering (two repeat a node, one is A3 not A2+A1)	ADDENDUM_2026-09-01_six_realizations_prose.md	the fresh seat reproduced the numbers via two independent routes (R26 recompute) and found the verdict correct but the stated realization count internally inconsistent with its own node-labeling -- a genuine prose defect caught by re-derivation, not a computation error
B1081_hydrogen_audit	main	COMPUTED	unknown	the neutrality theorem 2(2/3)+(-1/3)+(-1)=0 as exact fractions forced by the weight lattice	FINDINGS.md 'The verdict'; b1081_results.json 'a' block	a simple exact-arithmetic identity restated from banked charge values (B970/B864); described as re-verified in-sandbox this session, but no script is committed in the arc directory -- the identity itself is trivial to check by hand given the charges, but the charges' derivation (B970's ten hypercharges) is imported
B1081_hydrogen_audit	main	IMPORTED	unknown	B970: three normalizations in, ten hypercharges out, sum Q_em over the 27 = 0 exact; the leptoquark Y=-5/6 non-vacuity witness	FINDINGS.md 'The verdict'	explicitly cited from a prior arc (B970), not recomputed here
B1081_hydrogen_audit	main	ASSERTED	unknown	spin-statistics PROVEN unfixable by gauge numbers (H_u/H_d share the lepton doublet's exact gauge numbers as scalars)	FINDINGS.md 'OUTSIDE-THE-CHAIN'	a structural observation about representation content stated as a proof but not accompanied by a committed derivation in this arc; the verifier is credited with 'its own deep rebuild from the E6 roots' in prose only
B1082_order_comparison	main	IMPORTED	unknown	the forcing DAG edges (axioms -> L/R -> A=LR -> m004 -> kappa -> Q(sqrt-3) -> 2T -> McKay E6 -> the 27/torus -> cascade 78/46/30/18/12)	b1082_results.json 'm' block claims	each edge is a citation to a prior arc/doc (CLAIMS.md, THEOREM_LEDGER.md, GAP output for E6 marks), not new computation in this arc; the adversarial verifier spot-checked several edges verbatim against the cited docs and confirmed the citations match
B1082_order_comparison	main	ASSERTED	n/a	the model-dependence disclosure required by the lens ('E6 is one of >=3 GUT candidates; SU(5) has no U(1)-rich intermediate stage')	b1082_results.json 'v' block, item (i)	the verifier explicitly FAILED the mapping's first typing on this point (holds=False) because the original claim never admitted E6 was one candidate among several; FINDINGS.md's published text was written after this failure and incorporates the disclosure -- so the verdict banked (PROVED, CONDITIONAL-ON-GUT-MODEL) reflects a corrected re-typing, not the verifier's literal HOLDS result
B1082_order_comparison	main	ASSERTED	yes	the 'no inversion' bite test (dimension sequence 12<18<30<46<78 strictly monotonic)	b1082_results.json 'v' block, item (iv)	the verifier ran the bite test both directions and found BOTH sides (the chain and the cosmological comparison) are tautologically monotonic by their own definitions as containment orders -- i.e. the 'no inversion' finding has little discriminating power, a critique that FINDINGS.md's banked text does not explicitly address
B1083_origin_torsor_typed	main	IMPORTED	n/a	the one-tick mapping torus is the Gieseking manifold (non-orientable, volume ~1.0149) whose orientation double cover is m004	FINDINGS.md section 2	explicitly labeled CITED (standard 3-manifold facts, not re-proved here) -- correctly typed as literature, not corpus computation
B1084_g2_cone	main	ASSERTED	n/a	the Acharya-Witten isolation criterion applied to the census (no 0-dim fixed set implies all matter vector-like)	FINDINGS.md section 3	a physics-interpretive step layered on top of the (well-verified) group-theoretic census; the AW dictionary itself is cited from the physics-standard register, not re-derived
B1085_edge_observability	main	IMPORTED	unknown	the mirror-isospectral correction (hands exactly isospectral at reversal-closed windows, 1.3e-15)	CORRECTION ADDENDUM (B1095)	credited to a separate arc B1095's computation, referenced here but not itself recomputed in this arc's files
B1086_spectrum_law	main	COMPUTED	unknown	the '2' is dial-specific, not generic (an inner twist absorbs to 5; a naive grading involution is not chain-map-compatible)	FINDINGS.md section 2	the arc names this its own 'residual': an own-code rebuild of the actual dial matrices (hv8/hv16) has NOT yet been done -- the current evidence rests on the verified certificate plus B634 corroboration, honestly flagged as incomplete
B1087_charge_grading	main	UNCLEAR	yes	the script loads/reuses prior module code via 'src.find' string search (line 35), suggesting it execs or slices code from an earlier B1086 certificate rather than building everything fresh	b1087_grading.py header/imports	the script appears to import/extract a segment of B1086's certificate machinery (cut = src.find(...)) to reuse its group representations rather than rebuilding e6/the 27 from scratch -- a legitimate reuse-of-verified-machinery pattern, but worth noting as dependency rather than fully independent construction
B1089_matter_card	main	IMPORTED	n/a	the entire matter card table (every row)	FINDINGS.md 'The matter card' table	the arc's own verdict text states explicitly this is 'a synthesis arc... joining banked pieces without new computation' -- correctly self-typed as an assembly, not a computation
B1089_matter_card	main	ASSERTED	n/a	the one synthesis claim: 'the matter sector is the interface sector'	FINDINGS.md 'What C3 adds beyond listing'	explicitly flagged by the arc itself as 'a composition of banked statements; no new computation' -- honestly typed as an interpretive synthesis rather than a derived result
B1090_partition_bridge	main	COMPUTED	unknown	the saddle equation u^2+u+1=0 (e^z=omega) derived from AK's steepest-descent potential v2(z)	FINDINGS.md section 2	stated as 'verified symbolically' with the saddle equation vanishing to 5e-51 at z=+-2pi i/3, but no separate script for this specific symbolic check is committed -- only tests/test_b1090_partition_bridge.py, which per FINDINGS.md pins 'the saddle polynomial exactly; the saddle value at 40 digits'
B1090_partition_bridge	main	IMPORTED	n/a	the Andersen-Kashaev TQFT evaluation formula itself (eq. 38, eq. 40-41) and Theorem 5 part 3 (classical limit)	FINDINGS.md section 1, 3	explicitly CITED from arXiv:1109.6295 and arXiv:1411.6062 with equation numbers -- correctly typed as literature, not corpus computation
B1091_observer_card	main	IMPORTED	n/a	the entire observer card table (every row)	FINDINGS.md 'The card' table	explicitly a composition of B1012, B1088, B1083, B1086, B1073, B1071, B1085, B1095, B1087, B1084 -- self-typed as assembly, no new computation
B1091_observer_card	main	ASSERTED	n/a	the synthesis claim: 'the observer IS the cut... awareness without choice'	FINDINGS.md 'The synthesis'	explicitly flagged as a composition; a philosophical/interpretive framing layered onto the assembled structural facts, not itself a computed or provable statement
B1093_route_a_arithmetic	main	IMPORTED	unknown	unit fundamentality (used only to justify sign vectors as genuine units, not load-bearing per FINDINGS' own admission)	FINDINGS.md item 3	FINDINGS states fundamentality is 'ASSUMED-FROM-SOURCE' and explicitly argues it no longer matters for the surjectivity argument -- flagged honestly by the arc itself, not a hidden gap.
B1094_two_route_wall	main	IMPORTED	unknown	the join itself (two step-disjoint routes to the same wall)	FINDINGS.md 'The join'	this arc is explicitly a synthesis/join of two prior banked arcs (B955, B1079); no new computation is claimed or present in this arc's own directory (it holds only FINDINGS.md + arc_verdict.json).
B1098_nonabelian_hatch	main	COMPUTED	no	the 20-class enumeration (dims/ranks/types matching Bala-Carter) and the A2 class's dim=16/rank=4 centralizer	b1098_sl2_strata.py; b1098_results.json (20 entries); tests/test_b1098_nonabelian_hatch.py test_saturation_and_the_two_landings	b1098_sl2_strata.py hardcodes CERT = os.environ.get('B1098_CERT_PATH', '(scratchpad)/cloud_handoff/certificates/twisted_double.py') -- I searched the entire repo for this file (find . -iname twisted_double.py) and it does NOT exist anywhere in the committed tree. The e6 Chevalley-bracket machinery this script depends on to build the algebra is therefore not committed. The stored results (b1098_results.json, b1098_a2_triple.json) are present and the non-live parts of the test pass by reading them, but the actual generating computation cannot be re-run by a stranger from this repo alone.
B1098_nonabelian_hatch	main	COMPUTED	no	live re-verification of the A2 triple's Chevalley relations and 16-dim centralizer nullspace	tests/test_b1098_nonabelian_hatch.py test_a2_triple_relations_and_centralizer_live (marked @pytest.mark.slow)	this test explicitly does `cert = os.environ.get('B1098_CERT_PATH'); if not cert or not os.path.exists(cert): pytest.skip(...)` -- i.e. in the committed repo state (no such env var set, no such file present) this test SKIPS rather than running. The arc's central live check is therefore not actually exercised by the repo's own test suite as committed.
B1098_nonabelian_hatch	main	IMPORTED	yes	the density lemma (rho non-elementary => Zariski-dense image, hence centralizer of composed holonomy = centralizer of the sl2-triple)	FINDINGS.md section 2	cites a standard fact (CITED-grade) plus a previously-banked numeric fact (tr[A,B] != 2); the citation itself is not re-derived here but is a standard theorem, reasonably treated as background math.
B1099_route_a_counter	main	IMPORTED	unknown	the literature floor itself -- no counting theorem exists for this exact configuration in the literature searched	FINDINGS.md sections 1-3	this is a claim about the state of the published literature (Krutelevich, Thorne, Bhargava-Gross), not a computation; the arc names specific theorem numbers and quotes verbatim, but a stranger cannot 'reproduce' a literature survey from committed files -- there is no committed script, only prose citing external papers.
B1100_landing_content	main	COMPUTED	no	the exact joint weight table (sum=27, sl2 multiset {-2:6,0:15,2:6}) and the negation-asymmetry witness for complexity of the 27	b1100_exact_table.py; b1100_exact_table.json; tests/test_b1100_landing_content.py test_exact_table_tiles_and_branches, test_the_27_is_complex_with_witness	b1100_exact_table.py hardcodes CERT='cloud_handoff/certificates/twisted_double.py' with NO env-var override or fallback (unlike b1098_sl2_strata.py which at least offers B1098_CERT_PATH); this file does not exist anywhere in the committed repo (confirmed by search). The committed test only reads the already-produced b1100_exact_table.json, so the test passes, but the generating computation itself cannot be re-run from this repo as committed.
B1100_landing_content	main	COMPUTED	no	the collapse-form hypercharge pattern hit at trial 0 (float grade)	b1100_hypercharge.py; b1100_hypercharge.json; tests/test_b1100_landing_content.py test_collapse_pattern_hit	same missing-CERT dependency as above; also explicitly labeled by the arc itself as 'float grade', with the exact solve deferred as a named residual (paid later by B1102).
B1101_certification_envelope	main	ASSERTED	unknown	the governance rule itself (read-only working tree during certifying suites) and its justification by three cited process-failure instances	FINDINGS.md	this is a process/governance adoption, not a physics or math computation -- there is no code to run; its evidence is described as 'the window's three instances, each caught by the existing gate layer', which I have not independently traced to specific commits.
B1102_exact_hypercharge_solve	main	IMPORTED	unknown	the banked 6Y hypercharge multiset used as the target	FINDINGS.md 'THE PRIZE FIRST'	the target multiset is explicitly stated to be 'the same license B1100 ran under' -- B950's banked INTEGER ASSIGNMENT, not a measured physical value; the arc itself flags 'Gate 5 untouched' meaning no physical measurement enters. This is correctly treated as structural, not observational, but it does mean the whole exercise fits a pre-chosen integer target rather than deriving hypercharge ab initio.
B1103_being_gate	main	IMPORTED	yes	the theorem statement and first proof (factorization h(w)=zeta3^(p-q) x Q(zeta5))	FINDINGS.md 'THE THEOREM'	explicitly attributed to 'an OUTSIDE SESSION' relayed by the owner -- the arc is honest that this is not this bench's own original derivation, but a harvested result. It is reproducible because the theorem's own proof shape is included and two independent engines (own + vendored) both verify it in-repo.
B1103_being_gate	main	IMPORTED	yes	the vendored outside certificate, inspected for hardcoded-pass shortcuts and negative-controlled (modulus 3->2 correctly produces 2 drifts at 484/1364)	check_being_gate_vendored.py	vendored in full with a stated sha256 and explicitly inspected for conditional-exit/hardcoded-pass hazards before being trusted -- a real due-diligence step, and the file runs standalone (sympy only).
B1104_fourd_suspension	main	IMPORTED	yes	MCG(m004) = Isom(m004) = D4 (finite)	FINDINGS.md 'C1'	cited as Mostow rigidity (CITED-grade, standard theorem) combined with the SnapPy-computed isometry group; the citation itself is not re-derived but is a well-established theorem, and the group order/structure is independently confirmed by the computation (n==8 assertion).
B1105_wall_scope	main	IMPORTED	yes	the entire audit is a re-reading of four ALREADY-BANKED arcs (B1086, B1084, B1083, B1087) to state their exact quantified scope; no new computation is performed	FINDINGS.md header: 'no new computation — a scope audit'	the arc explicitly states every row is 'verifiable by reading the cited arc' -- this is a documentation/scope-correction exercise, honestly labeled as such (instrument:true, creates_law:false in the verdict), not a hidden re-derivation.
B1107_oneloop_harvest	main	IMPORTED	unknown	Pfaff paper (arXiv:1206.0228) definitions quote-checked verbatim against B8112's transcription; no misquotes found	b1107_NOTES.md section 1 primary-source check	the paper fetch itself is not committed as a file/hash in this arc; the quote table is asserted from a live 2026-08-21 fetch, not re-verifiable by a stranger without re-fetching the same arXiv version
B1108_c5_archimedean	main	IMPORTED	no	arXiv:1905.13610 abstract states coefficients in Z/nZ (finite cyclic) and uses compact-support cohomology for real places, with no mention of volumes/regulators/determinants	FINDINGS.md, 'independently verified the load-bearing source facts'	the source-fact check rests on a live fetch of the arXiv abstract at bank time; no local copy, hash, or archived text of the abstract is committed in this arc's directory for a stranger to re-check
B1108_c5_archimedean	main	IMPORTED	unknown	the object's CS term is exactly zero (amphichirality)	FINDINGS.md references C1/B1088 (external prior arc)	cited from a different arc (C1/B1088), not re-derived here; this reader did not verify B1088 in this pass
B1110_spectral_cluster	main	ASSERTED	no	F6: the silver center-break law verified in exact Fraction arithmetic at 11 Pell windows to N=80,782, error ~1e-91	claimed in FINDINGS.md and arc_verdict.json only	NO code or output file anywhere in this arc's directory (only b1110_orbitswap_locus.py, which computes F4b and F5 -- not F6) computes this claim; a repo-wide grep for '80782'/'80,782' finds no matching computation file anywhere in the repository. This is a claim with zero committed witness.
B1111_w5_scoping	main	ASSERTED	no	25 sampled transversal pairs generate subgroups of orders {8:3, 16:8, 24:3, 96:11}, including order-24 pairs	FINDINGS.md 'sampling 25 transversal pairs' / arc_verdict.json layer 3	the committed b1111_scoping.py (61 lines total) contains NO code for sampling pairs or computing generated-subgroup orders -- only layers 1 and 2 (per-element census, joint dims) are present. Layer 3's specific numbers have no committed script.
B1112_projective_hatch	main	COMPUTED	conditionally	9 of 20 e6 nilpotent orbit strata have all-even 27-weight parity (projective); the SM-compatible A2 landing is projective, A1 is not	parity_sweep.py PARITY SWEEP block, parity_sweep.json	the script depends on an environment variable B1098_CERT_PATH pointing to an outside-bench session certificate file (default path documented as a scratchpad location outside the repo, not committed) that supplies the e6 Chevalley bracket machinery via exec(); the FINDINGS itself concedes 'Live re-run needs the session certificate'. The committed parity_sweep.json output can be checked as data, but a stranger cannot re-run the generating script without first obtaining or reconstructing that external certificate file.
B1114_lorentz_double	main	IMPORTED	unknown	the composed holonomy is Zariski-dense in one SL(2,C) (tr[A,B] != 2)	FINDINGS.md 'THE ONE-LINE LEMMA', cited to B1086/B1098	cited from a prior arc (B1086/B1098), not re-derived in this arc; not verified in this reading pass
B1115_spending_order	main	IMPORTED	yes (via B1114)	the non-color su(3) factor serves EW xor the Lorentz partner, exclusively, by B1114's joint-centralizer computation	FINDINGS.md D5	correctly cites B1114's own computed result rather than re-deriving it; this arc itself contributes no new code
B1115_spending_order	main	ASSERTED	no	every DAG edge is consistent with the standard early-to-late cosmological freezing order (zero inversions)	FINDINGS.md section 2, 'THE COSMOLOGICAL MATCH'	this is a narrative/qualitative comparison of a hand-assembled DAG against a hand-described cosmological sequence; no code, no formal check, no committed artifact establishes 'zero inversions' beyond prose assertion
B1116_asymptotic_channel	main	ASSERTED	no	the four banked value/scale no-go theorems (scale-torsor B666, type law B1032, frame-relativity B936, k-blindness B1012) quantify only over single-level invariants and do not exclude a growth-rate channel	FINDINGS.md 'THE SCOPE AUDIT' table	a qualitative table matching each no-go's stated quantifier against the growth-rate concept; not a formal proof, and not independently re-derived from those four cited arcs in this reading pass
B1118_deflation	main	COMPUTED	no	the plain factor-swap fuses 0/18 of the hypercharge orbits; the mirror (swap+su(3)-conjugation) fuses 9<->9 both ways	hyper_orbits_out.txt	the output text file is committed and gives a specific print trace ('solution-preserving factor swaps: [(3,2,1,0)]'), but NO .py script producing this output exists anywhere in this arc's directory, nor could one be found by repo-wide grep for the output's characteristic strings ('hyper_orbits_out', 'fork_theorem.py') outside a single unrelated reference in a different arc's verification script -- the generating code for this arc's own harvested numbers is simply absent from the repository.
B1118_deflation	main	COMPUTED	no	Ohtsuki one-loop coefficient c1 ~ 0.55421647780891, matching 11*pi/(36*sqrt3)=0.5542164724 to ~8 digits	ohtsuki_out.txt	same issue: only the stdout trace is committed (residuals + successive c1 estimates), no generating script is present in this arc or found elsewhere in the repo
B1119_anomaly_resolved	main	COMPUTED	no	corrected controls all green: tau=id gives character +6 (split E6(6)); variant A gives character 2 (E6(2)); variant B gives character 6 (E6(6) split); compact involution gives -78	anomaly_resolved_out.txt	again only a captured stdout .txt is committed for this arc; no .py generating script exists in this arc's directory, and none was found elsewhere in the repo by this reading pass's targeted greps
B1123_forcedness_census	main	IMPORTED	unknown	withdrawal of the level-15 CRT->McKay->E6 doorway argument	FINDINGS.md 'THE DOORWAY' section, citing cc3 self-correction commit 1a0b5a90 and B695/E-3	this reader did not independently verify the cited B695/E-3 counter-computation (59/60 primes falsify L-factorization); the correction is reported as already self-caught by another agent and cross-referenced, not re-derived in this arc's own files
B1127_antilinear_completion	main	IMPORTED	unknown	the object's own Galois mirror is pointwise-trivial on I1/I2 (hence cannot supply the antilinear conjugation)	FINDINGS.md 'THE FRAMING FENCE', citing B1114	this claim depends on B1114's prior proof (not re-verified in this arc's own files) that I1/I2 are Q-rational-spanned; this reader did not independently check B1114's proof
B1129_natural_values_disjoint	main	IMPORTED	unknown	det φ = -2/3 exact, source of the one flagged candidate	cited from B904 stage4c artifact, not recomputed in this arc (recomputed independently in B1131)	this arc takes det φ as a banked literal from B904; B1131 later re-derives it independently, so cross-arc reproducibility exists but not within B1129 itself
B1130_twoended_tower	main	ASSERTED	no	"""the tower was pushed toward N=70M... stopped at ~1 hour"" / large-N extension claim underlying the PRECISION-FLOOR verdict"	FINDINGS.md and arc_verdict.json narrative	the committed b1130_results.json has quick_mode:true, its W6 grid maxes at N=1,500,000 (not the 38M-70M range the non-quick code path defines), and total runtime is only 42.9s — nowhere near a 1-hour, N=70M run. B1133's own NOTES.md independently confirms this exact discrepancy (see B1133 digest) and states no larger-run checkpoint exists anywhere in the repo.
B1131_koide_no_bridge	main	UNCLEAR	no	Route (c): v0's angle to (1,1,1) using raw basis coordinates (12,13,14) rather than a verified Peirce/eigenvalue decomposition	b1131_NOTES.md route (c)	arc explicitly flags this comparison as 'likely not even principled' since v0's true Peirce eigenvalue triple (T2_v0_v0) is null/never computed anywhere in the record — named as an open, uncomputed datum, honestly not load-bearing for the verdict
B1134_simultaneous_closing	main	ASSERTED	no	Original cloud-seat memo's claim 'precisely the family neither swept torsor contained'	cloud-seat memo (golden_gate 3e65114), corrected in FINDINGS.md 'THE NOVELTY FENCE'	the imported memo's over-claim (24/24 novel) is shown false by exact non-membership check; this arc corrects it to 20/24, an explicit fix to an imported claim
B1147_clane_harvest	frontier/B1147_clane_harvest	IMPORTED	no	11 memo certificates (cp1_strata, cusp_beat, jordan_beat, a2_glue64, a5_parity_lemma, b2_yukawa, a4_pin, c5_qp1, c1_weyl, c2_habiro, c2b_ohtsuki_bridge)	reproduce_all.sh references ./certificates/*.py and ../outputs/*_out.txt, and 'verification/reproduce.log' as evidence	None of certificates/, outputs/, or reproduce.log exist anywhere under this arc's committed directory or elsewhere in this checkout (git ls-files confirms only c3_ladder.txt and reproduce_all.sh are tracked); the actual cert code and baseline outputs live only on the remote branch origin/outside-bench, not merged into this tree. A stranger checking out this exact arc directory cannot run reproduce_all.sh — it fails immediately for lack of ./certificates. The FINDINGS.md's claim of 'reproduce.log, 10 REPRODUCES + 1 clean' is not backed by any committed file.
B1147_clane_harvest	frontier/B1147_clane_harvest	COMPUTED	unknown	C3 large-ladder run (N=400..4000, 120 dps, 19 rungs)	verification/c3_ladder.txt	the raw numeric ladder values are committed and match the described magnitudes, but the generating script c3_ohtsuki_large.py is not present in this arc's files (not listed, not found) so the exact computation cannot be re-run from what is committed here, only the output data can be inspected
B1148_carrier_harvest	frontier/B1148_carrier_harvest	ASSERTED	unknown	memo 48 uniqueness chain 6615 -> 4 -> 1 for the trilinear coupling	FINDINGS.md lines ~20, 41-42 (memo 48 row and 'through-line' bullet)	the arc's own 2026-09-01 ADDENDUM (written by a prior fresh-physics-seat pass, same seat family as this audit) reports that an independent recompute (Ring R3 cell R22) found the middle rung of the FULL ordered tensor is actually 9, not 4 — '4' is only correct under memo 35's Sym³ convention, and the printed chain silently mixes the full-tensor convention (used for 6615 and 1) with the Sym³ convention (used for 4). The FINDINGS.md prose is not corrected.
B1148_carrier_harvest	frontier/B1148_carrier_harvest	IMPORTED	no	8 certificates (kappa_beat, fixed_twin, one_bit, only_spinor, hitind, carrier, yukawa_carrier, plus memo-48's uniqueness_chain)	verification/reproduce_new.sh, which explicitly states certs live only on origin/outside-bench @ d3c99640 and are 'NOT duplicated here'	the runner script itself documents that certificates/*.py and outputs/*_out.txt must be fetched from a different branch before it can run; nothing in this arc's committed tree lets a stranger execute the reproduction
B1149_meridian_longitude_harvest	frontier/B1149_meridian_longitude_harvest	IMPORTED	no	memo 49/50/51 certs (trace_three, depth_lock, longitude_lock)	verification/reproduce.sh, which states the certs live on origin/claude/outside-bench @ 1544989d and are NOT duplicated in this tree	same harvest pattern as B1147/B1148 — the runner script requires an external git fetch+checkout before it can execute; certificates/ and outputs/ are absent here
B1150_yukawa_clock_and_family	frontier/B1150_yukawa_clock_and_family	IMPORTED	no	memo 52/53 certs (depth-block Yukawa support; E8 possibility-space three-family construction)	not committed in this arc's directory (files list shows only FINDINGS.md, arc_verdict.json, b1150_results.json, and the two verification/*.txt/.sh files; no certificates/ present, same outside-bench pattern as B1147-B1149)	consistent with the harvest series pattern; the arc explicitly states certs are kept on the outside-bench source
B1152_suite_cost_class	frontier/B1152_suite_cost_class	ASSERTED	unknown	main-band audit: 1043 arc_verdict.json files, 4 drift classes, all clean	FINDINGS.md, 'main-band audit' table	no script or witness file is committed in this arc showing how the 1043-file audit was actually run; the table is stated as a result with no attached artifact a stranger could re-execute
B1153_peripheral_and_superposition	frontier/B1153_peripheral_and_superposition	IMPORTED	no	memo 55 2-fold GUE superposition fit, D=0.02400 vs single-GUE 0.13359, 5.6x margin	FINDINGS.md memo 55 row; certs not committed in this arc (harvest pattern)	runs on B1151's own committed raw zero data per FINDINGS, but the fitting/statistical code itself is on the outside-bench source, not in this tree
