arc	source	kind	reproducible_from_committed	what	where	why
B993_cornerstone_verified	main	COMPUTED	no	base rate 37.2%/32.8% over first 400 one-cusped census manifolds by volume	FINDINGS.md	same as above -- no script or results.json committed in this directory to reproduce the census sweep.
B994_rule_variation	main	COMPUTED	yes	six reachable chains, all ending at SM, including the exhibited 'SU(3)^3 -> Pati-Salam -> SM' and 'SU(3)^3 -> SU(5)xU(1) -> SM' chains	FINDINGS.md, results.json all_reachable_chains	the endpoint claim (registerable-per-step [3,2,1], 6 chains all ending SM) is confirmed reproducible from B861's committed results.json by the 2026-09-01 addendum's own recompute script (recompute_r27.py); but the addendum also shows two of the six listed chains are group-theoretically IMPOSSIBLE as printed (su(4) cannot inject into su(3)^3; su(5) cannot inject into su(3)^3) -- a 'positional menu application' artefact, not a real subgroup chain.
B995_separating_and_rare	main	COMPUTED	yes	8 invariants computed for m004 and 5 family members via SnapPy (h1_torsion, alex_coeffs, isom_order, systole, cover2/3_torsions); base rate over first 1000 one-cusped census manifolds	census.py, results.json	a complete, committed, runnable script (census.py, 'sage-python census.py') with a stated pre-registration hash (a356e987...) pushed before compute; results.json gives every raw value per manifold.
B996_grammar_control	main	COMPUTED	unknown	|SL(2,Z/N)| for N=2..9: 6,24,48,120,144,336,384,648; metallic shadow mod 3 for m=1..7: order 24 for m not div by 3, order 1 for m div by 3	FINDINGS.md tables	these group-order computations are elementary and in-principle hand-checkable (|SL(2,Z/N)| has a standard formula), but no script is included among this arc's two committed files to show the specific 'shadow subgroup generated by R^m and L^m' computation.
B997_golden_conductor_uniqueness	main	COMPUTED	yes	|SL(2,Z/N)| >= (6/pi^2)N^3 > 120 for N>=6, proving completeness of {3,4,5}	FINDINGS.md	a short, exact number-theoretic bound derivable by hand from the standard |SL(2,Z/N)| product formula and the zeta(2) Euler product; no script needed, self-verifying arithmetic.
B997_golden_conductor_uniqueness	main	COMPUTED	unknown	SL(2,Z/4) has order 48, 7 involutions, 0 elements of order 8 -- therefore SL(2,Z/4) is NOT isomorphic to 2O (which has 1 involution, 12 elements of order 8)	ADDENDUM_2026-08-31_N4_is_an_order_coincidence.md	the addendum states this was 'recomputed here by direct construction' with a results file 'reports/.../embedding_check.txt' referenced but not included among this arc's own three committed files.
B998_genesis_locks	main	COMPUTED	yes	tested={F4,F5,F6,F7}, cited={F3,F4,F7}, cited_but_absent={F3}	results.json	a direct, grep-verifiable comparison between the test file's actual coverage and THEOREM_LEDGER.md's citation; reproducible by any reader inspecting both files.
B1000_input_count	main	COMPUTED	yes	25 raw sweep hits across 19 arcs, deduplicated to 8 distinct referents, classified 5 closings / 3 artifacts, with every merge and classification recorded before totalling	results.json referents/classification blocks	the sweep method (grep for named phrases across arc_verdict.json claim lines) and its full referent/classification tables are given in results.json, in principle reproducible by re-running the same grep against the corpus.
B1001_four_digit_blindspot	main	COMPUTED	unknown	measured frequencies at N=917: golden 0.5725, figure_eight 0.4340, trace_map 0.3991, kappa 0.2377	FINDINGS.md	described as measured by a committed test (test_atlas.py) but that script is not among this arc's own two committed files; the specific N=917 figures are asserted here, not shown as raw script output in this directory.
B1002_conductor_reconciled	main	COMPUTED	yes	gcd(4,5)=1 (golden, isomorphism) vs gcd(2,8)=2 (silver, ramified), per B675's quantization-index law	FINDINGS.md	trivial gcd arithmetic, self-verifying and stated exactly.
B1003_axiom_prices	main	COMPUTED	unknown	Cayley-Hamilton over det=1 traces in {-2..2} gives orders 3/4/6, infinite order at tr=+-2, max|eigenvalue|=1 exactly => pseudo-Anosov count 0 for entire family	FINDINGS.md	described as computed symbolically 'whole' but no script file is among this arc's committed files (ADDENDUM, FINDINGS.md, arc_verdict.json only) -- reproducibility depends on B749's own compute.py, cited but not included in this packet.
B1003_axiom_prices	main	COMPUTED	unknown	Gieseking (m000) volume 1.0149416064, m004 volume 2.0298832128, ratio exactly 2.000000 -- so m004 is the orientation double cover of Gieseking	ADDENDUM_2026-08-30_covering_direction.md	the addendum states this was 'run on this bench' with exact figures given, but no script accompanies it in this arc's directory; the volumes are standard SnapPy outputs, in principle independently checkable.
B1004_ssb_leak	main	COMPUTED	unknown	band measurement: B500-B799 has 260 verdicted arcs (164 PROVED, 86 NEGATIVE, 6 OPEN, 4 RETRACTED); 234 cited somewhere, 26 cited nowhere	FINDINGS.md	described as a sweep/measurement of the B500-B799 band but no script is included among this arc's two committed files.
B1005_falsifier2	main	IMPORTED	unknown	theta_0 = 0.2222296(83) rad, 0.89 sigma from 2/9	FINDINGS.md, citing B703	this specific measured/fitted angle with error bar is attributed entirely to B703, an earlier arc not included in this packet; not recomputed or independently re-verified here.
B1006_lambda2_pslq	main	COMPUTED	unknown	PSLQ integer-relation search on r/lambda over Q and against phi, sqrt5, sqrt3, Vol(4_1), pi at stated degree/height envelope	FINDINGS.md cells A-D	No script file is committed in this arc's directory (only FINDINGS/PREREG/verdict, all mode FULL, no .py); the PSLQ runs are described in prose with exact envelope tables and control results but no committed code or witness file is present in this arc's own directory to rerun the cells.
B1006_lambda2_pslq	main	IMPORTED	unknown	r = 4.900085373062521301479576 (25 dp), lambda = 25.0108... banked from B922	FINDINGS.md	value imported from B922, not recomputed here
B1007_arb_maass	main	COMPUTED	yes	arb_maass.py fails to recover B922's r=4.900085373...; M=40 gives g~1e26, M=80 smooth no sign change	arb_maass.py + FINDINGS.md §3	The failing script and its failure diagnosis (5 named bugs vs the working solver) are committed and described in detail with code-level references.
B1007_arb_maass	main	ASSERTED	unknown	the working 25-digit solver already exists at frontier/B878_maass_upper_window/branch_cell9_rung1_v2.py with matching seal hash 169e9042	FINDINGS.md §1	This arc's own FINDINGS asserts the file exists and matches a seal hash but the arc directory itself does not contain that file; a stranger would need to independently locate and hash-check B878's file, which is outside this arc's own committed set (though it is claimed to be verified by the later B1009 arc).
B1008_lexicon_epoch	main	COMPUTED	yes	top-3 motif coverage = 0.8496 over 924 probes, breaching the 0.85 floor; by-epoch table (0.739 to 0.995 to 0.629 across bands)	epoch.py (reads scripts/atlas/atlas_data.json)	epoch.py is a committed, runnable script reading a committed atlas_data.json; concentration(), by_epoch(), vocabulary_gap() functions are all present and directly computable.
B1008_lexicon_epoch	main	COMPUTED	yes	14 of 14 concepts (the 27, E6, chirality, etc.) absent from the lexicon	epoch.py vocabulary_gap()	regex-based scan over frontier/*/arc_verdict.json claim_one_line text, committed and runnable
B1009_verification_pass	main	COMPUTED	yes	epoch.py reproduces independently at 0.8497 vs B1008's 0.8496	FINDINGS.md item 2	independent rerun of a committed script, difference explained exactly
B1009_verification_pass	main	COMPUTED	yes	branch_cell9_rung1_v2.py carries seal hash 169e9042 (3x) matching B922's stated prereg	FINDINGS.md item 3	grep-verifiable claim against a named committed file
B1009_verification_pass	main	COMPUTED	yes	no arc running the cascade on any m>=2 grammar exists in the repo (repo-wide search over all arc_verdict.json)	FINDINGS.md KILLED item 1	search claim is falsifiable by grep, stated as basis for withdrawing Review 42's headline
B1009_verification_pass	main	ASSERTED	unknown	cc3's theta_QCD=0 claim requires an object-to-physics functor (reading the object's k as SM's theta_QCD) that Gate 5/L91 do not license -- later itself corrected (B1023) to cite the right authorities	FINDINGS.md SECOND ADDENDUM	an adjudication/argument, not a numeric computation; its own citations were found wrong and re-anchored by a later arc (B1023), though the conclusion itself is said to stand
B1010_consolidation_loss	main	COMPUTED	yes	kappa-2 = omega^2, |kappa-2|=1, arg(kappa)=-pi/6 at u=omega, kappa=2+lambda^2	verify_kappa.py identities()	sympy-exact script committed and runnable, asserts all(identities().values())
B1010_consolidation_loss	main	ASSERTED	unknown	LAW_MAP cites B309 zero times, B518 zero times; THE_FRAMEWORK has zero occurrences of kappa	FINDINGS.md §1 table	a grep-count claim against docs not included in this arc's own committed files; plausible and easily checkable by a stranger but no script/witness committed in this arc directory to do so
B1010_consolidation_loss	main	ASSERTED	unknown	zero co-citations across all four pairings B592xB912, B641xB928, B654xB936, B593xB909	FINDINGS.md §2 item 2	citation-count claim, no committed script in this arc to reproduce the grep
B1011_mckay_tensor	main	COMPUTED	yes	|<R,L>|=2880 exactly via mod-p enumeration at p=61,241 plus Serre's injectivity lemma	b1011_cells.py enumerate_group()	committed, runnable script; asserts len(seen1)==len(seen2)==2880
B1011_mckay_tensor	main	COMPUTED	yes	63/63 exact class-by-class character match between <R,L> and 2Tx2I model	b1011_match.py	committed script, asserts matched==63, uses class_chars.json produced by b1011_exact.py
B1011_mckay_tensor	main	ASSERTED	no (as originally claimed to 'match the incoming enumeration')	C5 forced-coupling counts: theta-odd 992, theta-even 284 by inclusion-exclusion	b1011_match.py lines ~698-703; FINDINGS.md C5	PER THE 2026-09-01 ADDENDUM IN THIS SAME ARC: the 992/284 values are set as literal-arithmetic assertions (kerchi,ZI,ZT=8,2,2 hardcoded) with no committed code evaluating a forcing criterion over the 2880 enumerated cells -- the enumeration (b1011_cells.py) exists but nothing committed applies the forcing criterion to it. The addendum's own correction clarifies the enumeration exists but the forcing-criterion evaluation does not. An external Ring-R3 recomputation (outside this arc, in a different report tree) reproduces 992/284 cell-by-cell, but that is not part of this arc's own committed tree.
B1012_branch_verifications	main	COMPUTED	yes	S = -CS*k - Vol*sigma exactly, dS/dk = -CS identically (Gukov's split)	b1012_verify.py k_blindness()	committed sympy script, exact symbolic identity, asserts the algebra
B1012_branch_verifications	main	ASSERTED	unknown	'blind-to-k IS EQUIVALENT to amphichirality' (blind-to-k <=> CS=0 <=> object equals mirror)	FINDINGS.md §1	the algebraic identity (dS/dk=-CS) is computed exactly, but the further equivalence CS=0 <=> amphichiral is a separate mathematical claim not verified in b1012_verify.py, and REFUTED by a later arc B1226 (2026-08-31): m208 is chiral with CS=0, and m003 is amphichiral with CS=1/4 -- both directions fail.
B1012_branch_verifications	main	COMPUTED	yes	R4 discharged: G=l/(4sigma), c=6sigma forced, I=sigma*Vol/pi	b1012_verify.py normalisation_closure()	committed sympy script verifies the algebraic closure exactly, citing named classical inputs (Brown-Henneaux, gravitational CS level) as inputs not re-derived
B1013_wall_resort	main	ASSERTED	unknown	the sort (scale=boundary+specification; rank=specification; type J=specification; time's arrow=boundary; values=THE ONE REAL WALL)	FINDINGS.md table	a purely editorial/philosophical classification exercise; not a computation, cites prior arcs (B1012, B1006, B963, B990) as its evidentiary basis without new computation of its own
B1014_proof_form	main	IMPORTED	unknown	the SM structural skeleton graded table (COMPUTED/DERIVED/THEOREM/STRUCTURAL per arc)	FINDINGS.md; arc_verdict.json claim_one_line	a synthesis/assembly of ~18 cited prior arcs' grades into one table; not itself a new computation, and its correctness depends entirely on the cited arcs (some of which, e.g. B1012's amphichirality claim, were later found to need correction)
B1015_anchor_declaration	main	ASSERTED	unknown	A2's justification 'licensed by theorem' and 'the one level the observer can set and the object cannot'	DECLARATION.md, sealed hash 4acb8f7a	policy declaration, not a computation; its own addendum (same-arc) withdraws both justification lines as factually wrong (frame deficit is discrete not licensed-by-theorem; and B1012 only proves blindness in k, not sigma -- dS/dsigma = -Vol != 0, so sigma IS sighted)
B1016_l150_junction	main	COMPUTED	yes	O1 field obstruction: sqrt5 lies in none of the pair-side fields (Q, Q(sqrt3129), the irreducible octet cubic)	junction.py j2_field_obstruction()	committed sympy script, reads banked B936/B928 result.json artifacts, computes discriminant square-free core exactly, writes results.json
B1016_l150_junction	main	COMPUTED	yes	O2 module obstruction: banked 27-actions are all 2-groups (nilpotent) vs rho_6's perfect-2I-containing constituents	junction.py j2_module_obstruction()	committed, though the group-order inputs (K4=4, C8=8, torsor=8) are hardcoded literals rather than freshly re-derived group computations in this script
B1016_l150_junction	main	COMPUTED	yes	W3 pencil charpoly [384,660,293,17], discriminant 782250000, square-free core 3129 -- independently re-deriving B936's field Q(sqrt3129)	junction.py j1_pair_inventory() + j2_field_obstruction(); results.json	recomputed from banked B936/B928 artifact files rather than quoted, with the computation and output committed
B1017_recount	main	ASSERTED	unknown	tau removes rank 2 (E6->F4) and kills chirality (F4 all-real); VEV <1> removes rank 1 (E6->SO(10)) and keeps chirality (16 is complex) -- 'not one closing under two names'	FINDINGS.md §1	a representation-theory/branching argument verified in prose ('branching charges retraced: both traceless') citing banked B959/B861 facts, but no committed script in this arc's own directory performs the branching computation
B1017_recount	main	IMPORTED	unknown	the cascade never reduces rank -- B861's own table is maximal-rank at every step	FINDINGS.md §1	cites B861's table as the source of truth, not recomputed here
B1018_xdist_qualification	main	COMPUTED	yes	43:16 parallel vs 61:27 serial (1.42x); 3897 passed/1 failed/35 skipped; same-tree pair: 3904/0/35 serial 1:04:32 vs parallel 0:40:33 (1.59x), zero outcome differences on 3939 units compared	FINDINGS.md cells Q2-Q3 and dated addendum	junitxml captured for each run per the prereg; wall-clock timing and pass/fail counts are directly reported test-suite output, though the junitxml files themselves are not confirmed present in this arc's directory listing (an instrument arc reporting on the whole repo's suite, not local artifacts)
B1019_l149_silver_cascade	main	COMPUTED	yes	m=2 (silver): order 32, 7 involutions, not SU(2)-embeddable; m=3 (bronze): order 2184, 1 involution but order over the ADE 120 cap, not SU(2)-embeddable; m=1 (golden, control): order 120, 1 involution, SU(2)-embeddable (SL(2,5)=2I)	b1019_cells.py analyze(); results.json	committed, runnable exact-integer script that enumerates the own-conductor shadow group by BFS closure and computes order/involutions/su2_embeddable; results.json is the committed witness output matching the FINDINGS table exactly
B1020_kind_rg_ledgers	main	IMPORTED	unknown	the coupling channel -> mixing sector is the only fully open kind-admissible lane; all other pairings kind-inadmissible	FINDINGS.md corollary	an assembled ledger (docs/KIND_TABLE.md, not in this arc's own file set) drawing on B1011/B856/B936/B928/B1016/B923/B303 as cited sources plus classical RG-ranking inputs 'cited not derived' -- this arc itself performs no new computation, it is a synthesis/classification exercise
B1021_cell9_receipt	main	IMPORTED	unknown	r = 7.0720041858752050007371941867273 (31 figures), dr_stab=1.448e-30 against a 1e-26 requirement, prereg 169e9042 matching main's SEAL_LEDGER	harvested/cell9_rung1_v3_7.0720.json, harvested/cell9_parent_real_log.txt	a 89.7-hour (322,875s) certified run performed on a branch and harvested byte-faithfully (HARVEST_HASHES.txt sha256 manifest); the 89.7h computation itself is NOT rerun (explicitly stated: 'the B922 pattern -- the 89.7h run is NOT rerun'), so this arc's own committed files let a stranger verify the hash-chain and harvest, but not independently reproduce the underlying multi-day computation from scratch without also running the (uncommitted-here) branch code.
B1021_cell9_receipt	main	COMPUTED	yes	0 gated hits across 24 reconstructible powered (box, target) combinations, with positive control (planted Q(sqrt5) relation) found	spot_checks.py	committed, runnable mpmath PSLQ script using the two published eigenvalues as literal targets; positive control explicitly included and checked
B1022_functor_phase1	main	IMPORTED	unknown	C0-C12, the twelve sector claims about the functor's theorem/contingent status	PHASE1_CORPUS.md	Every claim is a citation to other arcs (B811, B936, B1011, B862, etc.), not a computation performed in this arc; no code file exists in this arc's directory. A stranger would have to chase a dozen other arcs to check any single claim.
B1023_phase2_concessions	main	ASSERTED	yes	c((E6)_1) = 78/13 = 6, matching B254's banked split 16/5+14/5=6	FINDINGS.md, Round 2 Blocker 2; arc_verdict.json claim_one_line	This is a stated arithmetic identity ('arithmetic re-verified on this bench') with no committed script in this arc's directory (only FINDINGS.md and arc_verdict.json exist -- no .py file). The arithmetic itself (78/13=6, 16/5+14/5=6) is trivial and any reader can check it by hand, but there is no committed witness for the WZW central-charge formula c=k*dim(g)/(k+h) that presumably produces 78/13.
B1024_l153_bits	main	COMPUTED	yes	d=2 (frame bits = torsor bits), via span{(1,0),(1,1)} = full (Z/2)^2	b1024_cells.py, main()	b1024_cells.py is a small, self-contained, runnable Python script computing H^1 classes from banked character tuples and asserting two consistency checks against B936; the span/generation logic is exact and reproducible.
B1025_input_derivability	main	ASSERTED	no	I5: the 27's SO(10)-singlet has multiplicity 1 and the 16's SU(5)-singlet has multiplicity 1	audit_checks.py, i5_singlet_multiplicities()	The function hardcodes the branching dictionaries {'16':1,'10':1,'1':1} and {'10':1,'5bar':1,'1':1} and merely checks that the dimensions sum correctly (27=16+10+1, 16=10+5+1). It does NOT compute the branching rule from E6/SO(10)/SU(5) representation theory -- the multiplicities are asserted inputs, imported from B884/B1017, not derived here. A stranger cannot verify multiplicity-1 from this file; they can only verify the dimension arithmetic is self-consistent.
B1025_input_derivability	main	COMPUTED	yes	I3: at sigma=1, G=l/4, l still free	audit_checks.py, i3_unit_untouched_by_sigma()	Trivial sympy symbolic substitution, genuinely computed and reproducible.
B1025_suite_collection_repair	claude/new-session-qor5up	COMPUTED	yes	pytest collects 0 tests before repair, 3837 after (then full run 28 failed/3744 passed/0 errors)	FINDINGS.md sections 1, 3, addendum	Reported as measured on a fresh clone with pinned requirements.txt; the fix (pytest.importorskip) and a new AST-based lock (tests/test_b1025_optional_deps.py) are described as committed to the repo, with a demonstrated positive control (reintroducing the bug fails specific lock checks).
B1026_nomination	main	COMPUTED	yes	T4<->delta_CP scores 2.0 bits (lowest), clears the 3.0-bit cap, wins the nomination	nominate.py, price() calls and ranking loop	nominate.py is a small deterministic scoring script; it runs and reproduces the stated ranking exactly given the hand-set choice counts (object_choices, target_choices) for each candidate pairing.
B1026_the_one_involution	claude/new-session-qor5up	UNCLEAR	unknown	not fully re-derived in this pass beyond file presence	verify.py, results.json	Time-budget constraint: files were located but not read in the same exhaustive line-by-line detail as the other 15 arcs in this batch; flagged as a thin read rather than asserting a verdict not actually checked.
B1027_fourth_crossing	main	COMPUTED	yes	sector_verdict arithmetic: circular distance from 120/240 deg predictions to quoted central values, sigma count, power test	verdict.py	verdict.py is a small deterministic script; running it reproduces the stated sigma distances exactly given the hardcoded QUARK/LEPTON central values and errors.
B1027_fourth_crossing	main	ASSERTED	unknown	QUARK central=68.8+-4.5 deg (PDG-cited), LEPTON central=197.0 +42/-25 deg (NuFIT 5.2 NO)	verdict.py dict literals; FINDINGS.md source-limitations note	These external measured values are hardcoded as Python dict literals with only a short 'source' string comment, no URL, no fetched data file, and no fetch script. FINDINGS.md itself discloses that the primary source (nu-fit.org) could not be reached (certificate expired) and a secondary source was used instead. A stranger cannot verify these two numbers from anything committed in this repo.
B1027_kappa_two_faces	claude/new-session-qor5up	COMPUTED	yes	kappa = 4*lambda^2+2 and kappa = lambda^2+2 (two conventions), both equal under lambda->lambda/2; kappa E-independent; kappa=2 iff lambda=0; Fricke-Vogt I_FV=lambda^2/4 on the Fibonacci line; kappa=4*I_FV+2	compute.py, all CHK() blocks; results.json	compute.py uses sympy to symbolically derive the transfer-matrix commutator trace and all stated identities from first principles (no imported numeric constants), with results.json as the committed witness of every check passing.
B1028_freedom_ledger	main	UNCLEAR	yes	Retroactive freedom = 0.000 bits across 11 links, each 'banked-forced' link's citation checked for a discriminating phrase	b1028_walk.py, _cite()/_claim() functions	The script mechanically re-checks that each cited arc's arc_verdict.json contains an expected substring, and asserts verdict=='PROVED' -- this is a real, runnable, reproducible check, but it only verifies textual consistency between this ledger and the cited arcs' own self-reported verdicts, not that the underlying physics/math claim in each cited arc is itself correct.
B1028_kappa_absolutely_conserved	claude/new-session-qor5up	COMPUTED	yes	Four kappa-laws for the four End(F2) strata, all shown divisible by (kappa-2) via polynomial division; kappa invariant on kappa=2 locus	compute.py, CHK() blocks	Trace maps for each stratum are re-derived symbolically via sympy from the substitution definitions (not imported from B497), and polynomial division checks are exact; results.json referenced but not separately listed as a file in the packet (compute.py writes it).
B1029_invariant_ring	main	COMPUTED	unknown	reversal acts as h -> h-bar (same as conjugation) because unitary characters conjugate under inverse and SU(2) traces are real	FINDINGS.md V1	Described as derived in b1029_cells.py ('exact sympy throughout') but this file was not traced line-by-line in this pass; the underlying group-theory fact (real SU(2) traces, character conjugation under inverse) is standard and plausible but not independently checked here.
B1029_seam_class_field	claude/new-session-qor5up	COMPUTED	yes	disc(sqrt5)=5, disc(sqrt-3)=-3, product=-15; class number of Q(sqrt-15)=2 by form counting; genus field = Hilbert class field = Q(sqrt5,sqrt-3)	compute.py, CHK() blocks	compute.py implements reduced-form counting and genus theory checks directly with sympy, self-contained, no external tables, including an MB12 negative control (disc -23, h=3 odd, where the genus-theory shortcut would NOT apply) mentioned in arc_verdict.json though not shown in the compute.py excerpt read.
B1030_price_lock_verification	main	COMPUTED	yes	H^1(<tau>,F2^6)=(Z/2)^2 via closed formula 2^f, f=2	b1030_verify.py	Uses a general closed-form permutation-module formula rather than repeating cc3's brute force -- a genuinely independent route, and the script is runnable.
B1030_input_typing_audit	claude/new-session-qor5up	COMPUTED	yes	THE_CLAIM's 'five typed external data' list and B1000's 'five closings' census have different membership despite both asserting agreement with each other	FINDINGS.md section 4, comparison table	This is a direct textual comparison of two other documents' claims (THE_CLAIM, B1000, B1017), mechanically checkable by any reader with access to those documents; verify.py is described as running 25 mechanical checks producing results.json, though not traced line by line here.
B1031_two_thirds_meets_the_voice	main	COMPUTED	yes	r(n) = (1/6)#{x^2+xy+y^2=n} = sum_{d|n} chi_-3(d) for n<=3000; zeta_K(Q(sqrt-3)) = zeta * L(s,chi_-3)	b1031_verify.py, v1_ideal_count_identity()	A brute-force lattice count compared exactly to a character-sum identity for n up to 3000, plus a floating-point sanity check using the exact Hurwitz-form L(2,chi_-3), all in a runnable script; the arc also records a prior numerics failure (nsum acceleration on periodic signs) and its fix.
B1031_two_thirds_meets_the_voice	main	IMPORTED	no	The external theorem itself (>=2/3 of zeta zeros on the critical line, Lean-verified, distinct >=5/6, uniform over Dirichlet L-functions)	FINDINGS.md section 1-2, citing a paper 'fetched 2026-08-11 from www.anthropic.com/research/riemann-zeta', an off-tree archived Lean repo, and hash-prefixes of archived artifacts	The Lean repository, the paper PDF, and all supporting transcripts are described as 'archived off-tree' -- none of these files are inside this repo, so nothing in the packet lets a stranger reproduce or even inspect the cited proof. The claim of an LLM-authored, examined-by-named-mathematicians proof of unconditional partial progress toward RH, dated within the same month the digest was produced, is an extraordinary external claim resting entirely on unverifiable off-tree artifacts and a URL that cannot be checked from committed files.
B1031_generation_rung	claude/new-session-qor5up	IMPORTED	unknown	h1(M;27_rho) = 3 exactly over Q(omega)	B632 (imported, cited not recomputed here)	This arc is a pure audit/consolidation arc: verify.py only re-reads other arcs' arc_verdict.json files via glob and string-matches claim lines -- it never recomputes B632/B307/B335/B897 itself.
B1031_generation_rung	claude/new-session-qor5up	IMPORTED	unknown	No hyperbolic knot has a cyclic-cubic trace field (B307/P54)	B307 (imported)	Cited as a banked verdict; not rerun in this arc.
B1031_generation_rung	claude/new-session-qor5up	COMPUTED	yes	THE_LADDER.md contains the word 'generation' zero times; 51 arcs mention generations	verify.py greps THE_LADDER.md and glob-counts arc_verdict.json files	This specific meta-count is a mechanical grep/count over committed files, reproducible.
B1032_type_law	main	COMPUTED	yes	2T/2I spin character tables and column-orthogonality (|2I|=120, |2T|=24)	b1032_typecheck.py CLASSES_2I/CLASSES_2T + _char_ok()	Character values are hardcoded as exact sympy expressions (with phi) and orthogonality is checked symbolically in the committed script; runnable and self-contained.
B1032_type_law	main	COMPUTED	yes	The five tones = |chi_V2(2I)|/2 match banked census 30/24/40/24/2 (B659)	b1032_typecheck.py v1_tones_are_bare_character_values()	Computed from the hardcoded character table in-script; the banked comparison set is also hardcoded, so the check verifies internal consistency between two hardcoded sets rather than deriving B659 from scratch.
B1032_type_law	main	COMPUTED	yes	The listener family (1 -+ 1/sqrt5)/2 lies in Q(sqrt5) character-ring, not the bare menu (the amendment)	b1032_typecheck.py v3_family_needs_the_amendment()	Symbolic sympy identity checks, self-contained.
B1032_across_breakings_route	claude/new-session-qor5up	IMPORTED	unknown	B890/B891 sealed cells: foreign vacuum lines / foreign 16s distinct in all three frames	B890, B891 (imported, cited via glob of arc_verdict.json)	verify.py in this arc reads B885/B889/B890/B891's arc_verdict.json claim strings via glob+regex; it does not recompute the distinctness numbers itself.
B1032_across_breakings_route	claude/new-session-qor5up	COMPUTED	yes	B1031's rung X33 claim ('only one route B307 leaves open') is false	verify.py, checks against B1031's own claim string	A mechanical string/logic check comparing two banked claim_one_line texts -- reproducible as a textual audit, though it is auditing prose consistency, not physics.
B1033_generation_adjudication	main	COMPUTED	yes	The e6 cubic invariant nullspace (dim 1) rebuilt exactly from B883/rep27.json, and the (0,2,4)-level 9-term support CH024	b1033_cells.py, top-level module code (triples/rows/nullspace/CH024)	Exact sympy nullspace computation over a committed rep27.json data file, asserted len(ns)==1 and len(CH024)==9 in the script itself -- runnable in principle from committed inputs.
B1033_generation_adjudication	main	COMPUTED	yes	V1: per-level content table classifying arm02-copies as CHIRAL not FLAVOR	b1033_cells.py v1_content_table()	Computed directly from the weight/root data (WTS, A7, lev) loaded from rep27.json, with an explicit two-outcome criterion coded before reading results (per PREREGISTRATION.md).
B1033_generation_adjudication	main	COMPUTED	unknown	V2: B299's triality orbits transported and compared to CH024 -- DISTINCT	b1033_cells.py (not fully shown, truncated read)	File was only partially read (first ~70 lines + grep); the V2 orbit-comparison function itself was not inspected line-by-line in this pass.
B1033_register_reconciliation	claude/new-session-qor5up	COMPUTED	yes	Zero of 731 pre-B800 arcs can ever clear the 500-char substantiality bar; median claim length steps from ~150 to 700-3000+ chars at B800	verify.py (imports scripts/checks/representation_sweep.py, not shown in full here) computing over frontier/*/arc_verdict.json claim_one_line lengths	A mechanical string-length statistic over committed arc_verdict.json files, described as importing the gate's own sweeper module rather than reimplementing it -- plausible and reproducible, though the exact code computing the per-band medians was not read line-by-line in this pass.
B1033_register_reconciliation	claude/new-session-qor5up	COMPUTED	unknown	Debt-ledger count = 234 (after correcting a working-tree-rewind bug that had produced 251)	FINDINGS.md section 5	The arc itself documents that the count moved three times (245->251->234) due to a substrate/tree-state bug, and states the final count was recomputed before publication -- the fact that the count is this volatile and admittedly bug-affected once already is a caution about trusting the final number without independent re-run.
B1034_l154_sigma	main	IMPORTED	unknown	c_BH = 3l/2G = 6*sigma (B1012's closure, phrase-checked)	b1034_cells.py, cited as verified symbolically	The arc states this is 'phrase-checked' from B1012, and 'verified symbolically' -- but the grep of b1034_cells.py for def/assert/sympy found nothing, meaning either the checks are implemented without those exact tokens or the load-bearing symbolic verification was not directly inspected in this pass.
B1034_l154_sigma	main	COMPUTED	unknown	c((E6)_1) = 78/13 = 6 exactly (Sugawara, h-dual=12) and the split 16/5+14/5=6 as SU(3)_2 x (G2)_1	FINDINGS.md V1, b1034_cells.py	A standard CFT central-charge formula application; arithmetically simple (78/13=6, 16/5+14/5=6) and independently checkable by hand, but the file's actual verification code was not confirmed present via grep.
B1034_two_kappas	claude/new-session-qor5up	IMPORTED	yes	src/origin_axiom/mobius.py exports KAPPA = 2*log(phi^2)/sqrt(5) = 0.8608178819280081	src/origin_axiom/mobius.py (cited, not independently re-verified in this pass; not one of the files read)	This is a factual claim about the content of a committed src file; the arc's verify.py presumably checks this directly (not read in full), and the file itself is committed and inspectable by a stranger.
B1034_two_kappas	claude/new-session-qor5up	COMPUTED	yes	220 frontier files redefine L/R/A inline; 0 of them import the core	verify.py (not fully read; claimed in FINDINGS.md/arc_verdict.json)	A mechanical grep/count over the frontier/ tree, described as reproducible; plausible given the stated methodology (grep the code, not claim lines) but the exact script logic was not read line-by-line here.
B1035_receipts_and_register	main	COMPUTED	yes	SHA-256 hash matches for the theta-receipt and falsifier-register-Phase-A files on branch origin/audit/b775-braver-questions	b1035_verify.py v1_theta_receipt(), v2_falsifier_register() -- git show + hashlib.sha256	Directly computes SHA-256 over `git show <branch>:<path>` output and compares to hardcoded hash strings in the script -- straightforwardly reproducible by anyone with access to that git branch.
B1035_receipts_and_register	main	COMPUTED	yes	The falsifier recount sums to 8 (1+1+2+3+1=8)	b1035_verify.py v2_falsifier_register()	Trivial arithmetic check hardcoded in the script (1+1+2+3+1==8), not actually counting from source data -- it verifies the arithmetic of a manually-entered tally, not that the tally itself is correctly derived from the underlying falsifier register content.
