packet	path	outcome	certifies	depends_on	runtime_s	reason	evidence
D031	outside_bench/certificates/shadow_pairing.py	PASS	Exact integer/Z[omega]-arithmetic (no floats) census over all 4372 reduced words up to length 7 in a hyperbolic 2-bridge (Riley-type) representation: computes for each class X whether [X, gal(X)]!=0 (non-commuting with its Galois-conjugate 'shadow') and whether tr(X) is non-real, checks the two predicates are NOT identical (finds 372 discordant classes), and verifies exactly that the Fricke invariant kappa_s of the (X, gal X, X·gal X) triple is real for all 4372 classes.	Hardcoded 2x2 matrix generators Ma, Mb over Z[omega] (omega^2=omega-1) representing a banked Riley holonomy (control-checked against tr(ab)=2-omega); no file I/O.			[X, gal X] != 0 ...: 4280 tr X non-real...: 3932 ...THEY DO NOT: non-commuting BUT real-trace: 360 ... unlike BUT commuting: 12 ...kappa_s = ... is REAL for ALL 4372 classes (non-real: 0) ...C1 INTERNAL PASS ... C4 TESTABLE PASS Gate 5 untouched. EXIT: 0
D031	outside_bench/certificates/simul_closing.py	PASS	Exact rational-arithmetic (Fraction) construction inside the E6 root system (loaded from paper/verify/check_charge_bracket.py): verifies ad-invariance of a corrected Killing-type form on 300 random triples, enumerates the full Weyl group W(E6) (51840 elements, exact match), finds involutive root-permutations swapping two A2 blocks S0<->S1 while fixing a third S2, solves a GF(2) linear system for signed involutive Lie-algebra lifts theta of three specific maps (antipodal, permute, mixed), and computes exact signature diagnostics (global signature, color-slot signature, double-triple signature) for every lift, reporting per-class whether both a Lorentz-signature double and a compact (0,8) color signature occur simultaneously.	outside_bench/certificates/paper/verify/check_charge_bracket.py (E6 root data, bracket, evec/hvec/eps/ip helpers, ROOTS/IDX/N/DIM); hardcoded root-index choices for S0 (nodes 0,2) and the diagram-flip convention; no external data files beyond the vendored module.			|W(E6)| enumerated: 51840 (expect 51840) ... antipodal: solutions=64, compact-color=16, so(3,1)-double=0, BOTH=0 ... permute: ... BOTH=0 ... mixed: ... BOTH=0
D031	outside_bench/certificates/simul_closing.py	PASS	Exact rational-arithmetic computation on the E6 root system (72 roots, dim 78, imported from paper/verify/check_charge_bracket.py): verifies the invariant form's ad-invariance on 300 random triples, enumerates the full Weyl group W(E6) (asserts |W|=51840), finds involutive root-permutations swapping two A2 Levi factors S0<->S1 while fixing a third S2 setwise, solves a GF(2) linear system for signed involutive lifts theta of three specific maps (antipodal, permute, mixed=-w), and computes real-form character/signature and color-slot signature for each solution, reporting whether any solution achieves BOTH so(3,1) Lorentz signature and compact (0,8) color signature.	outside_bench/certificates/paper/verify/check_charge_bracket.py (imported module defining ROOTS, IDX, br/evec/hvec/eps/ip and E6 structure constants) — present in worktree; the specific root/node indices (0,2) for the Levi S0 are hardcoded per the paper's convention.			|W(E6)| enumerated: 51840 (expect 51840) ...corrected form ad-invariance (300 triples): PASS ...VERDICT ================ antipodal: solutions=64, compact-color=16, so(3,1)-double=0, BOTH=0 permute: solutions=8, compact-color=0, so(3,1)-double=8, BOTH=0 mixed: solutions=8, compact-color=0, so(3,1)-double=8, BOTH=0 EXIT: 0
D031	outside_bench/certificates/simul_sweep.py	PASS	Exhaustive (not sampled) version of simul_closing.py's search: over the full automorphism group Aut(Phi(E6)) = W union deltaW, finds all 48 involutive root-maps swapping S0<->S1 fixing S2, computes all involutive GF(2) sign lifts for each, and computes the exact color-slot signature for every (swapper, sign-solution) pair, reporting whether a compact (0,8) color signature ever co-occurs with the so(3,1)-double property.	outside_bench/certificates/paper/verify/check_charge_bracket.py (same E6 root data/bracket module as simul_closing.py); hardcoded S0/S2 root selections and diagram-flip convention; no external data files.			involutive swappers: 48 total (24 in W, 24 in deltaW) ... color signatures over ALL (swapper, sign-solution) pairs: {(4, 4): 216, (0, 8): 24, (5, 3): 240} ... SIMULTANEOUS CLOSING (so(3,1) + compact color (0,8)): 24 hits ... EXISTS — first hit at swapper 13
D031	outside_bench/certificates/simul_sweep.py	PASS	Exhaustive exact-rational sweep extending simul_closing.py: enumerates all involutions in Aut(E6 root system) = W ∪ deltaW (48 total, split 24/24) that swap Levi factors S0<->S1 fixing S2, solves the GF(2) sign-lift system for each, computes the color-slot signature for every (swapper, sign-solution) pair, and searches for any combination achieving compact color signature (0,8), asserting a spot-check that each lift is a genuine Lie-algebra automorphism.	outside_bench/certificates/paper/verify/check_charge_bracket.py (same shared E6 module as simul_closing.py); hardcoded root-index choices for S0/S2 slots consistent with simul_closing.py.			involutive swappers: 48 total (24 in W, 24 in deltaW) swappers with no involutive lift: 0/48 color signatures over ALL (swapper, sign-solution) pairs: {(4, 4): 216, (0, 8): 24, (5, 3): 240}  SIMULTANEOUS CLOSING (so(3,1) + compact color (0,8)): 24 hits >>> EXISTS — first hit at swapper 13 EXIT: 0
D032	outside_bench/certificates/simul_verify.py	PASS	Exact (Fraction) symbolic verification that all 24 'simultaneous closing' hits (swapper automorphisms g with sign-lift c on e6, 78-dim) satisfy theta^2=I exactly, are genuine Lie-algebra automorphisms on the full 3003 basis-bracket pairs (first hit) or 300 random pairs (rest), and have global signature/character -26 (E6(-26)), double signature (3,3,0), and color signature (0,8) — all via exact fraction arithmetic on a 78x78 basis.	imports outside_bench/certificates/paper/verify/check_charge_bracket.py (e6 root system, bracket, inner-product machinery) from the repo; no external data files or hardcoded physical constants beyond the E6 root system definitions in that imported module.	8		involutive swappers: 48 hit: swapper#13 [W] S2-action=nontrivial  theta^2=I OK  automorphism FULL-3003 OK  global sig (26,52) char -26 [E6(-26)=M(O,C)]  double (3, 3, 0)  color (0,8)  total hits verified: 24 summary {(char, double_sig, coset, S2-action): count}:    (-26, (3, 3, 0), 'W', 'nontrivial') : 24
D032	outside_bench/certificates/simul_verify.py	PASS	For each 'simultaneous-closing hit' (an involutive automorphism g of the E6 root system paired with a sign-cocycle solution c, giving theta with color signature (0,8)) it exactly verifies theta^2=I, that theta is a Lie-algebra automorphism (full 3003 bracket pairs on the first hit, 300 random pairs on the rest), computes the global signature/character of theta (real form), the double signature of the principal sl2-triple under theta (expects (3,3)=so(3,1)), and locates g in W vs the outer coset. All checks use exact Fraction arithmetic over the 78-dim e6 basis (no floating point).	imports outside_bench/paper/verify/check_charge_bracket.py (the E6 root system, bracket, inner product, and basis vector constructors ccb.br/add/smul/evec/hvec/eps/ip/ROOTS/IDX/N/DIM) from the same repo; no external data files or measured constants.	3		involutive swappers: 48 hit: swapper#13 [W] S2-action=nontrivial  theta^2=I OK  automorphism FULL-3003 OK  global sig (26,52) char -26 [E6(-26)=M(O,C)]  double (3, 3, 0)  color (0,8)  total hits verified: 24 summary {(char, double_sig, coset, S2-action): count}:    (-26, (3, 3, 0), 'W', 'nontrivial') : 24
D032	outside_bench/certificates/spacetime64.py	FAIL	Exact symbolic weight decomposition (reusing simul_verify.py's machinery) of the 64-dim complement of so(3,1)+su(3) inside e6 by (h1,h2)-weight and color content, intending to show the color-singlet (0,0)-weight content outside the algebra is exactly 0 (matching a 'no hypercharge room' prediction) and that theta glues the two spin-2 tops into one complex 10.	Sources (exec's) outside_bench/certificates/simul_verify.py up to a marker for its e6/root-system/swapper-search machinery; no external data files.	8	Script's own computed color-singlet (0,0) content is 2, not 0, directly contradicting the printed claim '(0 = NO hypercharge room; matches memo 11)' on the same line; the script has no assertion catching this, but its own numeric result falsifies its declared verdict.	complement dimension: 64 (expect 64) ... color-singlet (0,0) content in the complement: 2 (0 = NO hypercharge room; matches memo 11) spin-2 tops: S0-side weight-(4,0) roots: 1 ; S1-side (0,4): 1 theta maps S0 spin-2 top into sl3(S1) span: True -> sigma glues the two spin-2s into ONE complex spin-2 (real dim 10)
D032	outside_bench/certificates/spacetime64.py	FAIL	Loads the e6 machinery via simul_verify.py, finds the same theta hit, and decomposes the complex 64-dimensional complement of sl2(T1)+sl2(theta T1)+sl3(color) in e6 by (h1,h2)-weight and color type (exact Fraction arithmetic), checking the complement has dimension 64 and that theta maps the S0-side spin-2 top root into the sl3(S1) span. The file's own docstring declares a PREDICTION that this decomposition has 'ZERO color-singlet (0,0)-weight outside the algebra.'	imports outside_bench/paper/verify/check_charge_bracket.py (E6 root system/bracket machinery) via exec'ing the shared prefix of simul_verify.py; no external data files.	3	the script's own printed result (color-singlet content = 2) contradicts its declared PREDICTION of ZERO color-singlet content, and the code's inline comment claiming it 'matches memo 11' is false against its own computed number; there is no assert catching this, so it exits 0, but the certificate's stated verification target is not actually satisfied by its own output.	complement dimension: 64 (expect 64) ...    (0, 0, 'cartan') : 2 ... color-singlet (0,0) content in the complement: 2 (0 = NO hypercharge room; matches memo 11)
D032	outside_bench/certificates/stage2_unseal.py	PASS	Exact/symbolic integrity checks (minpoly annihilation of vendored B928 branch decimals at <1e-15, an exact Fraction sum rule Tr(m_S)+Tr(t_oct)=11, and a branch-wise identity t_oct=2m_A+2trM) plus a numerical comparison (with mpmath, 40 dps) of three sheet quantities against measured CKM/PMNS mixing under a pre-declared shape (T1) and factor-2 (T2) test, concluding an all-MISS verdict per its own sealed rules.	Hardcoded vendored B928 branch decimals and minimal polynomials (cited from frontier/B928_d2_decode/FINDINGS.md, not recomputed here); hardcoded measured CKM sines (0.22500,0.04182,0.00369) and PMNS sin^2 values (0.303,0.572,0.02203) entered as external targets; sympy/mpmath for symbolic/numeric arithmetic.	2		INTEGRITY 1: all nine vendored branch decimals annihilate their minpolys. INTEGRITY 2: Tr(m_S) + Tr(t_oct) = 151/64 + 553/64 = 11 EXACT (sum rule). INTEGRITY 3: t_oct = 2 m_A + 2 trM branch-wise... annihilate t_oct's own minpoly. ... m_S x CKM: pattern DESC vs DESC -> T1 PASS; ... T2 MISS [= B929 ...] ... VERDICT (per the sealed rules): ALL SIX primary readings MISS Tier 2 ... THE FULL-SHEET CLOSURE BANKS...
D032	outside_bench/certificates/stage2_unseal.py	PASS	Numerically verifies (via mpmath at 40 digits and exact Fraction/sympy arithmetic) that 9 vendored numeric branch values annihilate their stated cubic minimal polynomials, that a sum-rule Tr(m_S)+Tr(t_oct)=11 holds exactly from polynomial coefficients, and that a derived identity t_oct=2*m_A+2*trM holds branch-wise (tolerance 1e-12/1e-15); it then compares three banked algebraic-number families against measured CKM/PMNS mixing angles under a preregistered Tier-1 (shape-pattern) / Tier-2 (ratio-within-factor-2) test and a secondary chance-rate scan, printing a MISS verdict for all six primary cells.	hardcoded vendored decimal branch values and integer minimal-polynomial coefficients (cited as from B928 Q3 / frontier/B928_d2_decode/FINDINGS.md, not recomputed here); hardcoded measured CKM/PMNS mixing values (0.22500, 0.04182, 0.00369; sin^2 0.303, 0.572, 0.02203); sympy and mpmath.	2		INTEGRITY 1: all nine vendored branch decimals annihilate their minpolys. INTEGRITY 2: Tr(m_S) + Tr(t_oct) = 151/64 + 553/64 = 11 EXACT (sum rule). INTEGRITY 3: t_oct = 2 m_A + 2 trM branch-wise, and the derived branches ... annihilate t_oct's own minpoly. ... VERDICT (per the sealed rules): ALL SIX primary readings MISS Tier 2, and the five NEW Tier-1 cells all MISS on shape class...
D032	outside_bench/certificates/state_claim_linter.py	PASS	A regex-based lexical linter over outside_bench/**/*.md that flags sentences claiming an arc is unrun/unbuilt/uncommitted when that arc's own frontier/B####_* directory contains contradicting artifact files; verified via a two-sided control (--control) that it flags a known-bad pre-correction memo revision (fetched via git show) and does not flag the corrected version.	Live filesystem scan of outside_bench/**/*.md and frontier/B####_* directories in the worktree; git history (git show d0c8f11:... or git log --diff-filter=A) to fetch a historical memo revision for the positive control; both are repo-internal, no external data.	3		Default sweep: 'FLAGGED state claims...: 0' / 'OUTCOME: L2-CLEAN'. --control: 'FLAGGED state claims...: 1' (positive, memo 157 pre-correction, arc B632) and 'FLAGGED state claims...: 0' (negative, corrected memos) => 'CONTROL: positive flagged 1, negative flagged 0 => L1-DISCRIMINATES'
D032	outside_bench/certificates/state_claim_linter.py	PASS	A lexical linter (regex-based) that scans markdown files under outside_bench/ for prose sentences claiming an arc (B####) is 'unrun'/'unbuilt'/etc. while that arc's own frontier/B####_* directory contains contradicting artifact files, excluding quoted/corrected/self-referential claims; run in default mode it sweeps the live lane (reporting 0 flags = L2-CLEAN), and with --control it runs a two-sided self-test (a known-bad memo version must be flagged, its corrected version must not) reported as L1-DISCRIMINATES/L1-USELESS by string comparison, not a mathematical proof.	the live outside_bench/ markdown tree and frontier/B####_* directory listings on disk; in --control mode also `git show` of a specific historical commit/blob (d0c8f11) of outside_bench/memos/GATE_C_ADJUDICATION.md via subprocess, falling back to git log if that blob is missing.	2		Default sweep: 'FLAGGED state claims (named arc whose directory contradicts them): 0' ... 'OUTCOME: L2-CLEAN'. Control mode: 'FLAGGED state claims...: 1' (positive, memo157) and '...: 0' (negative) => 'CONTROL: positive flagged 1, negative flagged 0  =>  L1-DISCRIMINATES'
D032	outside_bench/certificates/structure_probe.py	PASS	Numerical test (no measured/observational data) on hardcoded, cited B168 growth-ratio and retention data: checks the ensemble's endpoint reconstruction agrees with a cited endpoint to <1%, that its log-log growth slope is non-constant (spread>3x, asserted) versus a near-constant log-linear slope (spread<1.5x, asserted), concluding the growth is exponential-class not power-law, hence no growth-of-structure exponent/scale exists (row 8 = structural mismatch).	Hardcoded RATIOS/RETENT arrays cited from B168 (not recomputed here) and N0/NEND constants; cites memo 132's determinant identities (det J_T=-1, det J_L=0, det sigma^2=1) as an external banked result, not recomputed in this script.	1		histories 96 -> 2488080 (reconstructed endpoint 2488685, agreement 99.98%) log-log slope spans 2.81 .. 10.14 -> ratio 3.6x (constant would be 1.0x) log-LINEAR slope spans 1.562 .. 1.946 -> ratio 1.25x ... REQUIREMENT (i) FAILS. ... REQUIREMENT (ii) FAILS, and fails by theorem rather than by search. S4 — THE VERDICT: OUTCOME G-B, with BOTH halves failing.
D032	outside_bench/certificates/structure_probe.py	PASS	Using hardcoded/cited numeric data (B168 growth ratios and retention rates), it computes log-log vs log-linear slope spreads to test whether the growth is power-law (requirement (i) for a growth-of-structure exponent to exist) and asserts spread_loglog>3 and spread_loglin<1.5 (found 3.6x and 1.25x), concluding the growth is exponential-class rather than power-law and that no scale variable exists (argued textually from other cited results, not computed here), so the analogy to a cosmological growth-of-structure exponent fails both required conditions (verdict G-B).	hardcoded RATIOS/RETENT arrays cited as B168's banked data (not recomputed), and textual citations of B168's G4 result and 'memo 132' determinant identities (not recomputed in this script) for requirement (ii).	2		log-log slope spans 2.81 .. 10.14  -> ratio 3.6x  (constant would be 1.0x) log-LINEAR slope spans 1.562 .. 1.946  -> ratio 1.25x ... S4 — THE VERDICT: OUTCOME G-B, with BOTH halves failing.
D033	outside_bench/certificates/susy_test.py	PASS	Exact (Fraction/rational) rep-theory computation on the e6 27-dim rep and the carrier Psi=C^2⊗27: (A) the pi1-equivariant odd commutant between the locked (content 6·spin1+6·spin0) and unlocked (15·spin1/2) sectors is zero (disjoint SL2-module content ⇒ Schur), so no Definition-A supercharge; (B) the e6-commutant on Psi is gl2⊗I (27's weights multiplicity-free + weight graph connected ⇒ scalar commutant), and (M⊗I)^2 can never equal the meridian A2⊗A27 since A27 has off-diagonal entries, so no Definition-B supercharge; (C) the 'beat' operator is verified EVEN (commutes with the lock) hence not an odd supercharge. All via exact Fraction arithmetic, no tolerances.	in-file exec of twisted_double.py (sourced from the same certificates dir, code before its '# ---------------- stage 4' marker) which builds ROOTS, rho27_Q, evec, toF, nilexp, fadd/fmul/fneg helpers, QQ; hardcoded root r0=ROOTS[0]; cited facts asserted as background (memo 46/48/50, OA-C1090) that are not themselves recomputed here			stage 1 VERIFY: rho27 respects ALL 3003 Chevalley brackets: PASS FACT A: locked content {'1': 6, '0': 6}, unlocked {'1/2': 15} ...dim(odd pi1-commutant) = 0 — NO Definition-A supercharge exists FACT B(i): 27 weights multiplicity-free and weight graph connected: 27/27 FACT B(iii): A_27 has 6 nonzero off-diagonal entries (e.g. (16, 0)) — A_27 != I, ...NO Definition-B supercharge exists FACT C: the beat commutes with the lock (is EVEN): True (exit code 0)
D033	outside_bench/certificates/susy_test.py	PASS	Exact (Fraction-based, symbolic) computation on the E6 27-dim representation and its C^2 tensor: shows no odd operator squaring to the 'meridian' exists under pi1-equivariance (Schur argument on disjoint SL2 content decompositions) or gauge-equivariance (commutant-is-scalar argument), and that the record's own square-root of the tick ('the beat') is even/semilinear rather than a supercharge. All three sub-facts are decided by exact rational-arithmetic assertions, not floating point.	imports/execs the local twisted_double.py module (up to its 'stage 4' marker) for the E6 Chevalley/root data and rho27_Q representation-construction routines; hardcoded root list ROOTS[0] and dimension constants from that shared module.	3		FACT A: locked content {'1': 6, '0': 6}, unlocked {'1/2': 15}    contents DISJOINT ... dim(odd pi1-commutant) = 0 — NO Definition-A supercharge exists FACT B(i): 27 weights multiplicity-free and weight graph connected: 27/27 FACT B(iii): A_27 has 6 nonzero off-diagonal entries (e.g. (16, 0)) — A_27 != I ... NO Definition-B supercharge exists FACT C: the beat commutes with the lock (is EVEN): True; ... a mirror, not a supercharge EXIT:0
D033	outside_bench/certificates/theta_dump.py	NOT_A_CERTIFICATE	Pure data module: defines ROOTS_FP (list of 72 root vectors), N_FP=6, DIM_FP=78, and a hardcoded 78x78 rational matrix TMAT. No assertions, no __main__ block, no printed verdict — it is a data source consumed (via exec of a prefix of twisted_double.py, a similarly-named sibling file) by other certificates, not a check in itself.	none (self-contained hardcoded data; not run standalone since there is nothing to execute/verify)			File contains only variable assignments (ROOTS_FP, N_FP, DIM_FP, TMAT) across all 84 lines; no code that performs or prints any check.
D033	outside_bench/certificates/theta_dump.py	NOT_A_CERTIFICATE	Pure data module: defines ROOTS_FP (72 root vectors), N_FP, DIM_FP, and TMAT (a 78x78 Fraction matrix), with no assertions, print statements, or __main__ block — it performs no check of any kind.	none (self-contained hardcoded data table)	1		Ran to completion with EXIT:0 and produced zero stdout/stderr output — confirms the file contains only data definitions and no verdict or assertion logic to evaluate.
D033	outside_bench/certificates/theta_even_fireability.py	PASS	A pre-registered fireability gate for a proposed one-shot measurement Λ→u→u†T_m u: checks (assert n_out==4) that all four required pre-work items are OUTSTANDING per hardcoded quoted status strings, and computes (via math.sin/sqrt, floating point) the Rayleigh-quotient range [-λ_m,+λ_m] for m=1,2,4 from hardcoded eigenvalues, concluding the contact quantity is indeterminate (box volume >0, asserted). Verdict printed is 'NOT FIREABLE / OUTCOME F-B'. This is a logical/bookkeeping certificate with one numeric floating-point range computation, not a numerical-tolerance physics check.	hardcoded PREWORK status list (quotes attributed to B1071/B1070/I3, not independently re-derived here); hardcoded SPEC eigenvalues (sin(2π/5), sqrt(3)/2) and ZERO_M attributed to B1070's banked even-sector spectra			P4 — THE VERDICT: OUTCOME F-B.  NOT FIREABLE.  THE ROW IS LEFT UNSPENT. (assert n_out == 4 passed; assert box > 0 passed; exit code 0)
D033	outside_bench/certificates/theta_even_fireability.py	PASS	Not a numerical/symbolic computation of a physical quantity, but a structured 'fireability' audit: it asserts that all 4 named pre-work items are OUTSTANDING (quoted from cited primary sources), computes (via elementary trig, math.sin/sqrt) the Rayleigh-quotient range [-lam,+lam] for banked eigenvalues at m=1,2,4 (giving a 3-box of volume ~6.267), and concludes/asserts the shot is NOT FIREABLE (outcome F-B) — a deliberate designed-non-computation.	hardcoded/cited claims and quotes from documents B1070, B1071, B1128, B1132, and I3's pre-work list (asserted as text, not verified against those documents by this script itself); hardcoded eigenvalue formulas SPEC = {1: sin(2pi/5), 2: sqrt(3)/2, 4: sin(2pi/5)} and ZERO_M=[3,5].	1		==> 4 of 4 pre-work items OUTSTANDING. ... => the shot's output lives in a box of volume 6.266619, and NOTHING IN THE RECORD SELECTS A POINT IN IT. P4 — THE VERDICT: OUTCOME F-B.  NOT FIREABLE.  THE ROW IS LEFT UNSPENT. EXIT:0
D033	outside_bench/certificates/trace_three.py	PASS	Exact rational/exact-search computation on the same pair-field/twisted_double machinery: (1) brute-force word search (length ≤5 over generators U,u,V,v) rediscovers a substitution word whose abelianized 2x2 matrix has trace 3, det 1 (asserted (tr_f,det_f)==(3,1)) — the 'golden end'; (2) the commutator-trace invariant kappa=1+q has minimal polynomial with trace 3, norm 3 (asserted (F(3),F(0))) — the 'Eisenstein end'; (3) exact matrix-power computation shows the meridian on the 54-dim carrier Psi is nilpotent of degree exactly 3 (asserted deg==3) via (rho_Psi(a)-I)^3=0. All exact Fraction arithmetic.	exec of twisted_double.py prefix (ROOTS, rho27_Q, evec, fadd/fmul/fneg/fsub helpers) from same dir; hardcoded generator words 'bA','abAA','abAB'; asserted relator identity word2('abABaBAbaB')==identity			characteristic polynomial: x^2 - 3x + 1   trace 3, det 1, disc 5 ...=> the GOLDEN end... kappa = 1+q: minimal polynomial X^2 - 3X + 3   trace 3, norm 3, disc -3 ...=> the EISENSTEIN end... meridian on the CARRIER: (rho_Psi(a) - I)^3 = 0 and ^2 != 0: nilpotency degree EXACTLY 3 (exit code 0)
D033	outside_bench/certificates/trace_three.py	PASS	Exact rational-arithmetic computation identifying two arithmetic invariants of the same carrier as instances of one 'trace 3' equation: (1) rediscovers via exact matrix-word search a 2x2 substitution matrix with characteristic polynomial x^2-3x+1 (disc 5, golden end); (2) computes the exact minimal polynomial of kappa=tr[a,b] as X^2-3X+3 (disc -3, Eisenstein end); (3) computes the exact nilpotency degree of (rho_Psi(a)-I) on the 54-dim carrier as exactly 3 via exact matrix exponentiation/multiplication.	imports/execs local twisted_double.py (E6 root data, rho27_Q) up to its 'stage 4' marker; hardcoded generator words 'abABaBAbaB' etc. and root ROOTS[0].	3		characteristic polynomial: x^2 - 3x + 1   trace 3, det 1, disc 5 kappa = 1+q: minimal polynomial X^2 - 3X + 3   trace 3, norm 3, disc -3 meridian on the CARRIER: (rho_Psi(a) - I)^3 = 0 and ^2 != 0: nilpotency degree EXACTLY 3 EXIT:0
D033	outside_bench/certificates/twist_parity.py	PASS	Exact pair-field (Fraction-pair) computation of beat/mirror parity of an affine sign character (D2tw) on the e6 27-rep: verifies a beat-parity criterion (<a,shift(r0)> mod 2) against direct matrix commutation for all 128 affine sign diagonals (assert even==pred_even for each), identifies the flip-count-11/polarity-(-1) class matching cited signatures (B928/B916), transports 11 hardcoded weight vectors (CC_FLIPS) from an external basis into the local weight coordinates via permutation search (asserting a unique embedding, len(distinct)==1, and that the identity permutation embeds), cross-checks a hardcoded affine-character formula against the transported flip set entrywise, and concludes (assert even_comm==even_full) that the actual D2tw is beat-EVEN.	exec of twisted_double.py prefix (rho27_Q, evec, toF, nilexp, N, DIM, QQ) from same dir; hardcoded CC_FLIPS (11 weight vectors) and CC_ASTAR=(1,0,1,0,1,1), both cited as vendored verbatim from an external file 'B916 frontier/B916_lambda_bridge/results.json' and 'B928 Q1a' (external provenance not independently verified, taken as given input)			criterion VERIFIED on all 128: beat-even  <=>  <a, shift(r0)> even (matrix = formula) ...11-flip eps=-1 candidates: ...; matching B916's flip weight-sum signature... PART 2: embeddings of B916's flip set into the lane's weight system: ... distinct transported flip SETS: 1 the IDENTITY permutation embeds... B928's formula VERIFIED in lane coordinates... beat parity of THE actual D2tw: EVEN (exit code 0)
D033	outside_bench/certificates/twist_parity.py	PASS	Exact rational-arithmetic computation on the E6 27-representation: verifies a beat-parity criterion (<a,shift> mod 2) matches matrix commutation for all 128 affine sign-diagonals; identifies the 15-candidate 'D2tw' signature class as parity-mixed; then transports B916's 11 hardcoded flip vectors into the lane's coordinates (finding a unique embedding, confirmed as the identity permutation), cross-checks B928's affine-character formula entrywise (27/27 match), and decides the actual D2tw is beat-EVEN (Omega D2 Omega^-1 = D2 exactly).	imports/execs local twisted_double.py up to 'stage 4' marker for E6 data; hardcoded vendored data CC_FLIPS (11 weight vectors) and CC_ASTAR=(1,0,1,0,1,1), cited as coming from external file B916_lambda_bridge/results.json and B928 Q1a (not read from disk in this run — hardcoded as a literal 'vendored verbatim' copy).	3		criterion VERIFIED on all 128: beat-even  <=>  <a, shift(r0)> even (matrix = formula) PART 1 RESULT: the signature class is parity-MIXED ... falling through to PART 2 PART 2: embeddings of B916's flip set into the lane's weight system: 2    distinct transported flip SETS: 1    the IDENTITY permutation embeds ...    beat parity of THE actual D2tw: EVEN EXIT:0
D034	outside_bench/certificates/twisted_double.py	PASS	Builds the exact 27-dim e6 representation (Chevalley basis, 78-dim, over Q(q)/(q^2-q+1)) via the crystal of omega_1, verifies rho respects all 3003 Chevalley brackets, checks the principal-sl2 string decomposition, verifies a group-rep relator identity, computes H^1 of the fig-8-knot-complement double (Mayer-Vietoris) with a dial twist at t in {0,1,2,omega} for both the 27 and dual 27-bar reps, and sweeps adjoint bracket-closure dimension (expecting full e6=78) for two dial slots x8/x16 at t in {1,2,omega}. All checks are exact/symbolic (exact rational-pair field arithmetic), no floating point.	none (self-contained: builds e6 root system and 27-rep internally; compares against hardcoded expected control values, e.g. H^1(M;27)=3, torus h^1=6, adjoint closure=78, cited as matching prior banked memos B662/B1036)	30		stage 1 VERIFY: rho27 respects ALL 3003 Chevalley brackets: PASS stage 3: relator acts as identity on the 27: PASS stage 4: h^1(M;27) = 3 (expect 3; B662 grammar) stage 6: torus: h^0 = 3, h^1 = 6 (expect 3 and 6) stage 8: ADJOINT SWEEP ... dial x8 (slot 4), t=1: closure dim = 78  = e6, FULL ... (all t values for x8 and x16 report closure dim = 78 = e6, FULL) EXIT: 0
D034	outside_bench/certificates/two_pulses.py	PASS	Compares two 'squared' maps exactly: (1) checks banked text pins asserting the beat's square equals the meridian and preserves the geodesic length spectrum (isometry, cannot drive expansion); (2) computes symbolically/exactly that the abelianized substitution matrix S=[[1,1],[1,0]] has char poly x^2-x-1 (Perron root phi), S^2=[[2,1],[1,1]] exactly with char poly x^2-3x+1; (3) does an exhaustive integer search (|entries|<=6, det=+-1) for a GL2(Z) conjugator between a hardcoded memo-49 matrix F=[[0,-1],[1,3]] and S^2, verifying the found conjugator exactly; (4) prints a non-computational 'typing' discussion (fences, not an assertion).	text files in outside_bench/outputs/ (carrier_out.txt, geodesic_tongue_out.txt, trace_three_out.txt) whose specific strings are asserted to be present (pins from other banked certificates/memos); hardcoded matrix F=[[0,-1],[1,3]] cited as 'memo-49's fiber tick'	3		FACT 1: banked pins hold ... THE BEAT CANNOT DRIVE EXPANSION FACT 2: ... S^2 = [[2,1],[1,1]] exactly; char poly x^2 - 3x + 1 FACT 3: FOUND — P = [[-3, -1], [5, 2]] (det -1) gives P F P^-1 = S^2 exactly EXIT: 0
D034	outside_bench/certificates/unfold_close.py	PASS	Tests whether a ~0.04 per-factor KS deviation from the exact Gaudin (sine-kernel) spacing distribution, seen in zeta and L(chi_-3) zero data, is an unfolding artifact. Builds the exact Gaudin CDF via Gauss-Legendre quadrature Fredholm determinant (numerical, convergence checked to 1e-10), reproduces baseline KS values D_zeta=0.0416/D_L=0.0502 to 1e-3, then recomputes KS statistics under theta-exact unfolding (mpmath Riemann-Siegel theta) and local-empirical (sliding-window) unfolding, and reports numerically which preregistered branch (I: artifact resolved, or II: residual survives) obtains.	data files outside_bench/certificates/c4data/c4_zeros_zeta.txt and c4_zeros_L.txt (zero locations); hardcoded baseline comparison values (D_zeta=0.0416, D_L=0.0502) cited as 'memo 68' results; numerical tolerances/thresholds for branch classification	5		ANCHOR baseline vs exact Gaudin: D_zeta=0.0416 (memo 68: 0.0416), D_L=0.0502 (0.0502) (B) vs exact Gaudin: D_zeta=0.0416 p=0.000383;  D_L=0.0502 p=5.49e-07 (C) vs exact Gaudin: D_zeta=0.0406 p=0.00057;  D_L=0.0513 p=2.81e-07 BRANCH II: the residual SURVIVES both the theta-exact and the local-empirical unfolding ... EXIT: 0
